id,movie_id,keyword_id
795,150540,18253
796,150540,161155
797,150540,163227
798,150540,179431
799,150540,209714
800,150540,211269
801,278927,818
802,278927,1585
803,278927,1994
804,278927,2857
805,278927,4809
806,278927,5650
807,278927,8775
808,278927,9714
809,278927,10468
810,278927,10787
811,278927,11477
812,278927,13014
813,278927,18165
814,278927,167625
815,10138,8613
816,10138,8828
817,10138,9715
818,10138,9717
819,10138,9748
820,10138,179430
821,10138,180547
822,58595,2011
823,58595,2343
824,58595,3205
825,58595,4978
826,58595,5774
827,58595,9758
828,58595,15184
829,58595,161302
830,58595,169341
831,58595,169343
832,58595,173003
833,58595,181976
834,58595,199814
835,102651,3205
836,102651,3289
837,102651,7430
838,102651,177895
839,102651,179411
840,102651,186846
841,102651,186847
842,102651,186849
843,102651,209714
844,119450,3077
845,119450,4090
846,119450,4458
847,119450,4565
848,119450,5774
849,119450,9663
850,119450,9720
851,119450,14759
852,119450,14760
853,119450,15149
854,119450,158025
855,119450,158130
856,119450,188959
857,119450,209714
858,64686,233
859,64686,236
860,64686,1462
861,64686,9672
862,64686,18098
863,64686,155198
864,64686,155242
865,64686,183528
866,64686,209714
867,100402,521
868,100402,2964
869,100402,5539
870,100402,8828
871,100402,9715
872,100402,9717
873,100402,173775
874,100402,179430
875,100402,179431
876,100402,180547
877,100402,209714
878,100402,209817
879,10192,189111
880,10192,209714
881,158852,1436
882,158852,12332
883,158852,40850
884,158852,156395
885,158852,173276
886,158852,214714
887,158852,214715
888,177572,380
889,177572,1701
890,177572,2276
891,177572,9748
892,177572,12392
893,177572,12446
894,177572,14544
895,177572,33353
896,177572,41509
897,177572,179430
898,177572,198423
899,177572,209714
900,177572,213104
901,177572,215235
902,82690,825
903,82690,3977
904,82690,6733
905,82690,10039
906,82690,10547
907,82690,11124
908,82690,155023
909,82690,158023
910,82690,162936
911,82690,179430
912,82690,179431
913,82690,185859
914,82690,185861
915,82690,185863
916,82690,185867
917,82690,185868
918,82690,185876
919,82690,185880
920,5255,1991
921,5255,5801
922,5255,6150
923,5255,9989
924,5255,9995
925,5255,33678
926,5255,34154
927,5255,41312
928,5255,41314
929,5255,48711
930,5255,207317
931,47933,12026
932,47933,14909
933,10191,334
934,10191,1318
935,10191,1395
936,10191,2041
937,10191,3752
938,10191,3799
939,10191,4613
940,10191,5331
941,10191,5774
942,10191,5895
943,10191,6054
944,10191,6253
945,10191,8044
946,10191,9109
947,10191,12554
948,10191,14643
949,10191,18543
950,10191,172784
951,10191,192913
952,296,83
953,296,310
954,296,312
955,296,679
956,296,1373
957,296,1381
958,296,2650
959,296,2651
960,296,2732
961,296,2733
962,296,2735
963,296,2736
964,296,4565
965,296,15106
966,118340,8828
967,118340,9831
968,118340,9882
969,118340,12405
970,118340,13014
971,118340,175428
972,118340,179430
973,118340,179431
974,118340,180547
975,157336,83
976,157336,310
977,157336,494
978,157336,641
979,157336,1432
980,157336,1963
981,157336,3417
982,157336,3801
983,157336,4337
984,157336,4380
985,157336,4565
986,157336,4776
987,157336,8056
988,157336,9831
989,157336,9882
990,157336,10084
991,157336,10235
992,157336,13127
993,157336,14544
994,157336,14626
995,157336,14760
996,157336,15300
997,157336,33479
998,157336,154846
999,157336,156039
1000,157336,156395
1001,157336,160331
1002,157336,162630
1003,157336,189098
1004,157336,208757
1005,157336,214349
1006,27205,1014
1007,27205,1566
1008,27205,1930
1009,27205,2116
1010,27205,2117
1011,27205,10051
1012,27205,11436
1013,27205,160137
1014,315011,1299
1015,315011,7671
1016,315011,11100
1017,315011,14796
1018,315011,161791
1019,315011,235525
1020,49051,483
1021,49051,603
1022,49051,604
1023,49051,606
1024,49051,609
1025,49051,611
1026,49051,1262
1027,49051,177912
1028,49051,189092
1029,49051,189093
1030,49051,189094
1031,49051,189098
1032,49051,189099
1033,49051,189102
1034,49051,189103
1035,49051,189108
1036,49051,189114
1037,49051,189115
1038,49051,189119
1039,49051,191739
1040,9799,542
1041,9799,830
1042,9799,1568
1043,9799,8574
1044,9799,12670
1045,9799,33885
1046,9799,159953
1047,9799,179430
1048,9799,179431
1049,4922,2913
1050,4922,3588
1051,4922,3739
1052,4922,4262
1053,4922,9935
1054,4922,11612
1055,49538,591
1056,49538,1852
1057,49538,1960
1058,49538,8828
1059,49538,9715
1060,49538,9717
1061,49538,10761
1062,49538,12995
1063,49538,18139
1064,49538,181558
1065,49538,208731
1066,49538,208992
1067,131634,2020
1068,131634,2660
1069,131634,4565
1070,131634,157376
1071,131634,209714
1072,131634,223438
1073,27022,616
1074,27022,657
1075,27022,1994
1076,27022,2098
1077,27022,2343
1078,27022,3096
1079,27022,3098
1080,27022,4237
1081,27022,4488
1082,27022,4613
1083,27022,8504
1084,27022,9673
1085,27022,10364
1086,27022,10821
1087,27022,12554
1088,27022,179430
1089,27022,193201
1090,27022,222347
1091,503,613
1092,503,657
1093,503,793
1094,503,843
1095,503,1872
1096,503,1913
1097,503,2283
1098,503,2488
1099,503,2580
1100,503,2581
1101,503,2583
1102,503,3799
1103,503,5600
1104,503,9457
1105,503,10685
1106,503,155530
1107,241259,818
1108,241259,1507
1109,241259,2011
1110,241259,9663
1111,241259,12552
1112,241259,177895
1113,241259,203699
1114,241259,209714
1115,810,502
1116,810,1647
1117,810,1674
1118,810,2019
1119,810,2041
1120,810,2052
1121,810,2580
1122,810,3071
1123,810,3799
1124,810,4144
1125,810,4152
1126,810,4326
1127,810,4375
1128,810,4541
1129,810,4988
1130,810,5515
1131,810,6093
1132,810,6271
1133,810,6285
1134,810,10508
1135,810,12392
1136,810,12554
1137,810,13001
1138,810,13149
1139,810,156702
1140,810,179431
1141,68735,282
1142,68735,603
1143,68735,606
1144,68735,2343
1145,68735,3713
1146,68735,9717
1147,68735,10821
1148,68735,14946
1149,68735,41645
1150,68735,177912
1151,68735,189113
1152,68735,211674
1153,68735,228295
1154,68735,234213
1155,87101,83
1156,87101,310
1157,87101,679
1158,87101,1373
1159,87101,2964
1160,87101,4379
1161,87101,4565
1162,87101,9663
1163,87101,161151
1164,87101,179431
1165,87101,209714
1166,10140,818
1167,10140,2343
1168,10140,10842
1169,10140,13084
1170,10140,166930
1171,10140,170362
1172,10140,182768
1173,10140,182772
1174,10140,207372
1175,676,428
1176,676,1627
1177,676,1668
1178,676,1956
1179,676,3203
1180,676,3365
1181,676,3366
1182,676,3800
1183,676,6091
1184,676,6092
1185,676,9673
1186,676,155565
1187,1858,2535
1188,1858,4375
1189,1858,9951
1190,1858,10542
1191,1858,10607
1192,1858,14544
1193,1858,179431
1194,1858,188178
1195,1966,347
1196,1966,1160
1197,1966,1200
1198,1966,1241
1199,1966,2857
1200,1966,3072
1201,1966,5127
1202,1966,10180
1203,1966,10198
1204,1966,14704
1205,675,530
1206,675,616
1207,675,1014
1208,675,2343
1209,675,2630
1210,675,3650
1211,675,3737
1212,675,3872
1213,675,3873
1214,675,3884
1215,675,4252
1216,675,4959
1217,675,5147
1218,675,221387
1219,674,2343
1220,674,3737
1221,674,3872
1222,674,3873
1223,674,3884
1224,674,4238
1225,674,4252
1226,674,6271
1227,674,10629
1228,674,12380
1229,674,13130
1230,674,177912
1231,674,188178
1232,674,223438
1233,8960,334
1234,8960,567
1235,8960,2038
1236,8960,3691
1237,8960,4663
1238,8960,5608
1239,8960,5920
1240,8960,7464
1241,8960,8872
1242,8960,9715
1243,8960,11794
1244,8960,179431
1245,6479,83
1246,6479,4190
1247,6479,4458
1248,6479,4565
1249,6479,5144
1250,6479,6511
1251,6479,6997
1252,6479,188957
1253,6479,188973
1254,118,212
1255,118,494
1256,118,715
1257,118,730
1258,118,818
1259,118,970
1260,118,985
1261,118,987
1262,118,1158
1263,118,10508
1264,2062,90
1265,2062,380
1266,2062,996
1267,2062,1261
1268,2062,1650
1269,2062,2161
1270,2062,2246
1271,2062,2405
1272,2062,2872
1273,2062,2982
1274,2062,3640
1275,2062,3910
1276,2062,3914
1277,2062,6074
1278,2062,6148
1279,2062,6808
1280,2062,18035
1281,2062,18293
1282,2062,189359
1283,272,486
1284,272,779
1285,272,849
1286,272,853
1287,272,1308
1288,272,1568
1289,272,1701
1290,272,1872
1291,272,3679
1292,272,6969
1293,272,7002
1294,272,9715
1295,272,9717
1296,272,9823
1297,272,10044
1298,272,10278
1299,272,10842
1300,272,14536
1301,272,163455
1302,272,173719
1303,272,179095
1304,272,187710
1305,272,206694
1306,272,206700
1307,272,206709
1308,272,206715
1309,272,206716
1310,10527,409
1311,10527,931
1312,10527,1691
1313,10527,1899
1314,10527,2043
1315,10527,2172
1316,10527,2509
1317,10527,2552
1318,10527,3028
1319,10527,3347
1320,10527,3645
1321,10527,3800
1322,10527,7639
1323,10527,9663
1324,10527,15097
1325,10527,156395
1326,10527,179431
1327,18360,2598
1328,18360,5648
1329,18360,179431
1330,18360,194476
1331,18360,209642
1332,2080,417
1333,2080,1852
1334,2080,2792
1335,2080,6092
1336,2080,8828
1337,2080,9715
1338,2080,179430
1339,2080,179431
1340,605,83
1341,605,310
1342,605,312
1343,605,334
1344,605,490
1345,605,663
1346,605,780
1347,605,1001
1348,605,1373
1349,605,1530
1350,605,1552
1351,605,1566
1352,605,1670
1353,605,1701
1354,605,1721
1355,605,2725
1356,605,2812
1357,605,2849
1358,605,2964
1359,605,3219
1360,605,3222
1361,605,3223
1362,605,3225
1363,605,3737
1364,605,4563
1365,605,4565
1366,605,6104
1367,605,6150
1368,605,6193
1369,605,6256
1370,605,10084
1371,605,10364
1372,605,12190
1373,605,187056
1374,605,220232
1375,605,221385
1376,109445,2011
1377,109445,4344
1378,109445,7376
1379,109445,10085
1380,109445,10115
1381,109445,10336
1382,109445,10385
1383,109445,10541
1384,109445,10794
1385,109445,11173
1386,109445,155801
1387,109445,179430
1388,109445,187056
1389,109445,209714
1390,604,83
1391,604,310
1392,604,312
1393,604,779
1394,604,780
1395,604,1001
1396,604,1566
1397,604,1701
1398,604,1721
1399,604,2812
1400,604,2849
1401,604,2964
1402,604,3217
1403,604,3219
1404,604,3221
1405,604,3737
1406,604,4563
1407,604,4565
1408,604,6104
1409,604,6150
1410,604,6193
1411,604,6256
1412,604,10364
1413,604,12190
1414,604,187056
1415,604,221385
1416,76338,8828
1417,76338,9715
1418,76338,9717
1419,76338,171783
1420,76338,179101
1421,76338,179430
1422,76338,179431
1423,76338,180547
1424,76338,209714
1425,76338,209818
1426,76341,2964
1427,76341,3713
1428,76341,4458
1429,76341,4565
1430,76341,5657
1431,76341,10084
1432,76341,10349
1433,76341,10562
1434,76341,155499
1435,76341,190954
1436,76341,212516
1437,13448,588
1438,13448,716
1439,13448,818
1440,13448,1715
1441,13448,5950
1442,13448,5960
1443,13448,8056
1444,13448,9675
1445,13448,9676
1446,13448,10410
1447,13448,14780
1448,13448,161207
1449,13448,234169
1450,10195,1508
1451,10195,5149
1452,10195,5539
1453,10195,8828
1454,10195,9366
1455,10195,9715
1456,10195,9717
1457,10195,11436
1458,10195,179101
1459,10195,179430
1460,10195,180547
1461,10195,209714
1462,10195,209818
1463,10195,232926
1464,10195,232932
1465,13053,1939
1466,13053,9963
1467,13053,18165
1468,13053,158378
1469,13053,179431
1470,13053,213873
1471,13053,230873
1472,13053,232802
1473,19585,156904
1474,19585,179431
1475,57165,1449
1476,57165,2033
1477,57165,2035
1478,57165,2036
1479,57165,8985
1480,57165,161170
1481,57165,161172
1482,57165,162861
1483,57165,162862
1484,57165,166457
1485,57165,209714
1486,62213,616
1487,62213,2883
1488,62213,3133
1489,62213,10541
1490,62213,11860
1491,62213,15375
1492,62213,33505
1493,62213,41410
1494,62213,155733
1495,62213,160269
1496,62213,160274
1497,62213,160279
1498,62213,162846
1499,62213,190941
1500,62213,193263
1501,177677,212
1502,177677,470
1503,177677,1201
1504,177677,3289
1505,177677,9663
1506,177677,10364
1507,177677,10410
1508,177677,160852
1509,177677,233055
1510,7978,494
1511,7978,8250
1512,7978,9714
1513,7978,11004
1514,7978,12564
1515,5559,730
1516,5559,1488
1517,5559,2382
1518,5559,2778
1519,5559,2779
1520,5559,3203
1521,5559,3616
1522,5559,3800
1523,5559,4247
1524,5559,6148
1525,5559,179430
1526,49444,779
1527,49444,3929
1528,49444,7379
1529,49444,8531
1530,49444,10364
1531,49444,187056
1532,10196,657
1533,10196,1445
1534,10196,2770
1535,10196,3071
1536,10196,4152
1537,10196,4237
1538,10196,5331
1539,10196,5638
1540,10196,9714
1541,10196,10563
1542,10196,13002
1543,10196,13152
1544,10196,13153
1545,10196,13154
1546,10196,13155
1547,10196,13156
1548,956,220
1549,956,591
1550,956,716
1551,956,833
1552,956,1308
1553,956,1328
1554,956,1653
1555,956,1880
1556,956,1969
1557,956,2052
1558,956,2546
1559,956,2676
1560,956,2682
1561,956,3181
1562,956,3269
1563,956,3344
1564,956,3739
1565,956,3877
1566,956,4277
1567,956,4289
1568,956,4697
1569,956,4698
1570,956,4699
1571,956,4700
1572,956,4701
1573,956,4702
1574,956,6104
1575,956,9748
1576,956,9826
1577,956,10364
1578,956,11612
1579,956,12965
1580,956,18118
1581,956,33648
1582,956,46958
1583,956,191881
1584,956,222423
1585,117251,840
1586,117251,10410
1587,117251,41249
1588,117251,192099
1589,50321,5202
1590,50321,9951
1591,50321,10084
1592,50321,10539
1593,50321,12553
1594,50321,14909
1595,50321,15101
1596,50321,179431
1597,11619,212
1598,11619,1449
1599,11619,1571
1600,11619,3799
1601,11619,4456
1602,11619,5490
1603,11619,9345
1604,266647,334
1605,266647,2343
1606,266647,3205
1607,266647,4332
1608,266647,5938
1609,266647,12988
1610,266647,170362
1611,82703,494
1612,82703,1160
1613,82703,2051
1614,82703,2393
1615,82703,4379
1616,82703,5202
1617,82703,5561
1618,82703,6054
1619,82703,9825
1620,82703,10103
1621,82703,11477
1622,82703,11478
1623,82703,15162
1624,82703,157303
1625,82703,157894
1626,82703,176056
1627,82703,179431
1628,82703,190100
1629,82703,193213
1630,82703,195506
1631,82703,199093
1632,82703,208757
1633,82703,228041
1634,652,380
1635,652,596
1636,652,2035
1637,652,3258
1638,652,3265
1639,652,3930
1640,652,4372
1641,652,4373
1642,652,6062
1643,652,6917
1644,652,9725
1645,652,10141
1646,652,14704
1647,652,158553
1648,652,162861
1649,652,189601
1650,652,235615
1651,652,235616
1652,652,235617
1653,652,235618
1654,652,235619
1655,80321,3645
1656,80321,209714
1657,36669,3290
1658,36669,156095
1659,36669,208633
1660,36669,234365
1661,43074,5248
1662,43074,15040
1663,43074,161184
1664,43074,162846
1665,95,83
1666,95,90
1667,95,305
1668,95,843
1669,95,1423
1670,95,1430
1671,95,1432
1672,95,1826
1673,95,1872
1674,95,5600
1675,95,9882
1676,95,13027
1677,95,14626
1678,95,164889
1679,95,179431
1680,95,199076
1681,95,211487
1682,608,83
1683,608,1308
1684,608,1381
1685,608,1568
1686,608,1826
1687,608,2173
1688,608,2428
1689,608,2547
1690,608,3243
1691,608,3760
1692,608,6112
1693,608,9951
1694,608,174915
1695,2310,509
1696,2310,2037
1697,2310,2251
1698,2310,3932
1699,2310,4615
1700,2310,5035
1701,2310,5895
1702,2310,7368
1703,2310,7411
1704,2310,7412
1705,2310,9920
1706,2310,10541
1707,2310,14643
1708,2310,14704
1709,2310,161919
1710,2310,196544
1711,140300,478
1712,140300,779
1713,140300,780
1714,140300,5331
1715,140300,8531
1716,140300,9663
1717,140300,11477
1718,140300,11500
1719,140300,12554
1720,140300,15036
1721,140300,184656
1722,140300,187056
1723,56292,1721
1724,56292,9663
1725,56292,10364
1726,56292,14601
1727,56292,17992
