id,movie_id,genre_id
945,11688,14
946,76163,28
947,76163,12
948,76163,53
949,2059,12
950,2059,28
951,2059,53
952,2059,9648
953,2486,14
954,2486,28
955,2486,12
956,2486,10751
957,16523,10751
958,16523,14
959,116711,16
960,116711,12
961,116711,10751
962,116711,14
963,37710,28
964,37710,53
965,37710,10749
966,9946,28
967,9946,14
968,9946,27
969,9946,9648
970,1372,18
971,1372,53
972,1372,28
973,106646,80
974,106646,18
975,106646,35
976,414,28
977,414,80
978,414,14
979,563,12
980,563,28
981,563,53
982,563,878
983,83542,18
984,83542,878
985,41216,16
986,41216,12
987,41216,10751
988,41216,14
989,314,28
990,314,80
991,184315,28
992,184315,12
993,9016,12
994,9016,16
995,9016,10751
996,9016,14
997,9016,878
998,18162,12
999,18162,35
1000,18162,878
1001,138103,28
1002,138103,12
1003,138103,53
1004,257088,28
1005,257088,80
1006,257088,53
1007,10214,14
1008,10214,35
1009,10214,10751
1010,10214,12
1011,205775,53
1012,205775,18
1013,205775,12
1014,205775,28
1015,205775,36
1016,11692,28
1017,11692,35
1018,11692,878
1019,22972,10752
1020,22972,28
1021,22972,12
1022,22972,18
1023,22972,53
1024,227973,16
1025,29193,80
1026,29193,18
1027,29193,9648
1028,29193,53
1029,1734,12
1030,1734,28
1031,1734,14
1032,3131,18
1033,3131,36
1034,3131,80
1035,76758,18
1036,76758,36
1037,76758,10752
1038,9408,16
1039,9408,35
1040,9408,10751
1041,9890,28
1042,9890,35
1043,9890,878
1044,855,28
1045,855,36
1046,855,10752
1047,77953,35
1048,18,12
1049,18,14
1050,18,28
1051,18,53
1052,18,878
1053,37786,35
1054,37786,18
1055,37786,10749
1056,10501,12
1057,10501,16
1058,10501,35
1059,10501,10751
1060,57800,16
1061,57800,35
1062,57800,12
1063,57800,10751
1064,150689,10749
1065,150689,14
1066,150689,10751
1067,150689,18
1068,7980,14
1069,7980,18
1070,12,16
1071,12,10751
1072,122,12
1073,122,14
1074,122,28
1075,121,12
1076,121,14
1077,121,28
1078,68737,12
1079,68737,14
1080,1995,12
1081,1995,14
1082,1995,28
1083,1995,53
1084,157353,53
1085,157353,878
1086,157353,18
1087,157353,9648
1088,331,12
1089,331,28
1090,331,53
1091,331,878
1092,61791,53
1093,61791,28
1094,61791,18
1095,61791,878
1096,8204,12
1097,8204,10751
1098,8204,14
1099,47964,28
1100,47964,53
1101,10733,37
1102,10733,36
1103,10733,10752
1104,9806,28
1105,9806,12
1106,9806,16
1107,9806,10751
1108,1408,28
1109,1408,12
1110,32657,12
1111,32657,14
1112,32657,10751
1113,607,28
1114,607,12
1115,607,35
1116,607,878
1117,863,16
1118,863,35
1119,863,10751
1120,44048,28
1121,44048,53
1122,5175,28
1123,5175,35
1124,5175,80
1125,5175,53
1126,2655,18
1127,2655,27
1128,2655,9648
1129,2655,53
1130,22794,16
1131,22794,35
1132,22794,10751
1133,8355,16
1134,8355,35
1135,8355,10751
1136,8355,12
1137,116745,12
1138,116745,35
1139,116745,18
1140,116745,14
1141,4327,28
1142,4327,12
1143,4327,35
1144,4327,80
1145,4327,53
1146,1422,18
1147,1422,53
1148,1422,80
1149,10674,16
1150,10674,10751
1151,10674,12
1152,7446,28
1153,7446,35
1154,65754,53
1155,65754,80
1156,65754,9648
1157,65754,18
1158,1572,28
1159,1572,53
1160,10528,28
1161,10528,12
1162,10528,80
1163,10528,9648
1164,271969,18
1165,10865,16
1166,10865,10751
1167,10865,12
1168,10865,878
1169,258509,12
1170,258509,16
1171,258509,35
1172,258509,10751
1173,2253,18
1174,2253,53
1175,2253,36
1176,2253,10752
1177,10661,35
1178,10661,28
1179,257344,28
1180,257344,35
1181,257344,878
1182,644,18
1183,644,878
1184,644,12
1185,10756,53
1186,10756,14
1187,10756,35
1188,10756,10751
1189,10756,9648
1190,686,18
1191,686,878
1192,686,9648
1193,9383,28
1194,9383,878
1195,9383,53
1196,179,80
1197,179,53
1198,76285,12
1199,76285,10751
1200,76285,14
1201,1996,28
1202,1996,12
1203,1996,14
1204,1996,53
1205,291805,28
1206,291805,12
1207,291805,35
1208,291805,80
1209,291805,9648
1210,291805,53
1211,10003,53
1212,10003,28
1213,10003,10749
1214,10003,878
1215,10003,12
1216,1535,28
1217,1535,80
1218,1535,53
1219,2067,878
1220,46195,16
1221,46195,12
1222,46195,35
1223,46195,10751
1224,2277,35
1225,2277,878
1226,10357,878
1227,10357,28
1228,10357,18
1229,10357,53
1230,4477,80
1231,4477,53
1232,4477,18
1233,8665,18
1234,8665,36
1235,8665,53
1236,9387,12
1237,9387,14
1238,9387,28
1239,921,10749
1240,921,18
1241,921,36
1242,49852,14
1243,49852,28
1244,49852,10751
1245,4464,18
1246,4464,36
1247,664,28
1248,664,12
1249,664,18
1250,8358,12
1251,8358,18
1252,9836,16
1253,9836,35
1254,2502,28
1255,2502,18
1256,2502,53
1257,9772,28
1258,9772,53
1259,161,53
1260,161,80
1261,52451,12
1262,52451,28
1263,52451,53
1264,76492,16
1265,76492,35
1266,76492,10751
1267,76492,14
1268,4523,35
1269,4523,10751
1270,4523,14
1271,4523,10749
1272,59961,28
1273,59961,53
1274,10481,35
1275,10481,10751
1276,59108,28
1277,59108,35
1278,1581,35
1279,1581,10749
1280,9798,28
1281,9798,18
1282,9798,53
1283,22897,35
1284,22897,10749
1285,298,80
1286,298,53
1287,7484,12
1288,7484,16
1289,7484,10751
1290,157350,12
1291,157350,28
1292,157350,878
1293,853,10752
1294,10159,12
1295,10159,28
1296,10159,35
1297,10159,53
1298,9593,12
1299,9593,14
1300,9593,28
1301,9593,35
1302,9593,10751
1303,1904,18
1304,1904,36
1305,1904,10749
1306,9615,28
1307,9615,80
1308,9615,18
1309,9615,53
1310,51052,18
1311,51052,16
1312,51052,10751
1313,51052,35
1314,297,14
1315,297,18
1316,297,9648
1317,9884,28
1318,9884,53
1319,9884,18
1320,16858,18
1321,16858,10402
1322,62764,12
1323,62764,14
1324,62764,18
1325,62764,35
1326,62764,878
1327,62764,10751
1328,22538,28
1329,22538,12
1330,22538,35
1331,9341,28
1332,9341,53
1333,9341,12
1334,9341,878
1335,12107,14
1336,12107,35
1337,12107,10749
1338,12107,878
1339,9637,9648
1340,9637,12
1341,9637,35
1342,49049,28
1343,49049,878
1344,9339,35
1345,9339,18
1346,9339,14
1347,9339,10749
1348,16281,27
1349,16281,35
1350,16281,14
1351,39691,35
1352,39691,10751
1353,8247,12
1354,8247,14
1355,8247,878
1356,11253,12
1357,11253,14
1358,11253,878
1359,1949,80
1360,1949,18
1361,1949,9648
1362,1949,53
1363,8452,878
1364,310,14
1365,310,35
1366,27578,53
1367,27578,12
1368,27578,28
1369,954,12
1370,954,28
1371,954,53
1372,70160,878
1373,70160,12
1374,70160,14
1375,45243,35
1376,364,28
1377,364,14
1378,7518,35
1379,7518,16
1380,7518,10751
1381,11544,16
1382,11544,10751
1383,9986,35
1384,9986,10751
1385,9986,14
1386,8656,28
1387,8656,18
1388,8656,10749
1389,146216,28
1390,146216,35
1391,146216,80
1392,146216,53
1393,9291,35
1394,9291,18
1395,55301,35
1396,55301,14
1397,55301,10751
1398,55301,10402
1399,55301,16
1400,109418,35
1401,11665,28
1402,11665,35
1403,11665,53
1404,6964,18
1405,6964,35
1406,6964,10749
1407,11324,18
1408,11324,53
1409,11324,9648
1410,12193,35
1411,12193,10749
1412,12193,18
1413,9928,16
1414,9928,35
1415,9928,10751
1416,9928,878
1417,754,28
1418,754,80
1419,754,878
1420,754,53
1421,10202,14
1422,10202,35
1423,10202,10751
1424,10202,10749
1425,4147,53
1426,4147,80
1427,4147,18
1428,50546,10749
1429,50546,35
1430,1701,28
1431,1701,53
1432,1701,80
1433,13027,9648
1434,13027,53
1435,13027,28
1436,2289,18
1437,20504,28
1438,20504,53
1439,20504,878
1440,9574,35
1441,9574,10751
1442,9574,878
1443,11618,27
1444,11618,53
1445,11618,14
1446,11618,9648
1447,2300,16
1448,2300,35
1449,2300,18
1450,2300,10751
1451,2300,14
1452,12096,28
1453,12096,35
1454,12096,80
1455,12096,9648
1456,12096,10751
1457,10200,18
1458,10200,878
1459,10200,53
1460,8834,28
1461,8834,18
1462,8834,9648
1463,8834,53
1464,228150,10752
1465,228150,18
1466,228150,28
1467,6068,28
1468,6068,12
1469,6068,35
1470,6068,10749
1471,41515,35
1472,41515,10751
1473,41515,16
1474,41515,12
1475,9023,37
1476,9023,16
1477,9023,12
1478,9023,35
1479,9023,10751
1480,38317,35
1481,38317,10749
1482,38317,10751
1483,2157,12
1484,2157,10751
1485,2157,878
1486,14462,18
1487,14462,53
1488,14462,9648
1489,161795,10749
1490,161795,18
1491,159824,16
1492,159824,35
1493,159824,10751
1494,49948,16
1495,49948,10751
1496,49948,10402
1497,2135,878
1498,2135,12
1499,2135,28
1500,9822,28
1501,9822,12
1502,9822,10751
1503,9822,14
1504,9705,28
1505,9705,80
1506,9705,53
1507,1656,28
1508,1656,12
1509,12159,18
1510,12159,14
1511,12159,10749
1512,9678,35
1513,9678,14
1514,9678,10749
1515,4442,12
1516,4442,14
1517,4442,28
1518,4442,35
1519,4442,53
1520,75,35
1521,75,14
1522,75,878
1523,330770,9648
1524,330770,18
1525,330770,27
1526,9433,28
1527,9433,12
1528,9433,18
1529,19959,28
1530,19959,878
1531,19959,53
1532,11973,18
1533,11973,53
1534,11228,28
1535,11228,12
1536,11228,53
1537,77951,16
1538,77951,10751
1539,77951,12
1540,5491,28
1541,5491,878
1542,5491,10752
1543,10715,16
1544,10715,35
1545,10715,10751
1546,10197,18
1547,10197,10402
1548,10197,10749
1549,9562,28
1550,9562,12
1551,9562,878
1552,9922,18
1553,9922,12
1554,9447,12
1555,9447,35
1556,9447,18
1557,9447,10751
1558,9447,14
1559,274854,14
1560,274854,28
1561,274854,12
1562,8870,53
1563,8870,28
1564,8870,878
1565,9992,12
1566,9992,14
1567,9992,16
1568,9992,10751
1569,36970,99
1570,36970,10751
1571,10077,53
1572,10077,878
1573,10077,12
1574,10077,28
1575,76649,28
1576,76649,12
1577,76649,36
1578,76649,10749
1579,76649,18
1580,293644,35
1581,293644,16
1582,453,18
1583,453,10749
1584,8587,10751
1585,8587,16
1586,8587,18
1587,72545,12
1588,72545,28
1589,72545,878
1590,109451,16
1591,109451,10751
1592,109451,35
1593,9533,80
1594,9533,53
1595,9533,27
1596,2023,37
1597,2023,12
1598,71880,35
1599,584,28
1600,584,80
1601,584,53
1602,309809,12
1603,309809,16
1604,309809,14
1605,4858,878
1606,4858,53
1607,17711,28
1608,17711,12
1609,17711,16
1610,17711,35
1611,17711,10751
1612,328111,16
1613,328111,10751
1614,8698,14
1615,8698,28
1616,8698,53
1617,8698,878
1618,93456,16
1619,93456,35
1620,93456,10751
1621,602,28
1622,602,12
1623,602,878
1624,330,12
1625,330,28
1626,330,878
1627,953,10751
1628,953,16
1629,9693,18
1630,9693,28
1631,9693,53
1632,9693,878
1633,36657,12
1634,36657,28
1635,36657,878
1636,8909,28
1637,8909,53
1638,8909,80
1639,9802,28
1640,9802,12
1641,9802,53
1642,950,16
1643,950,10751
1644,950,35
1645,950,12
1646,1824,35
1647,1824,10749
1648,2976,10751
1649,2976,35
1650,2976,10402
1651,2976,10749
1652,11026,27
1653,11026,9648
1654,11026,53
1655,332,28
1656,332,12
1657,332,35
1658,332,10751
1659,75656,53
1660,75656,80
1661,38365,35
1662,594,35
1663,594,18
1664,15189,35
1665,15189,10751
1666,11678,28
1667,11678,12
1668,11678,53
1669,6538,35
1670,6538,18
1671,6538,36
1672,10555,16
1673,10555,28
1674,10555,35
1675,10555,10751
1676,1125,18
1677,4551,35
1678,4551,80
1679,612,18
1680,612,28
1681,612,36
1682,612,53
1683,9567,28
1684,9567,18
1685,9567,10752
1686,37821,28
1687,37821,35
1688,37821,53
1689,37821,10749
1690,203801,35
1691,203801,28
1692,203801,12
1693,2539,35
1694,9297,16
1695,9297,35
1696,9297,10751
1697,9297,14
1698,3172,28
1699,3172,35
1700,3172,80
1701,3172,10749
1702,6520,28
1703,6520,12
1704,6520,18
1705,6520,10749
1706,1439,18
1707,1439,36
1708,1439,10749
1709,37958,14
1710,37958,28
1711,37958,18
1712,2026,9648
1713,2026,18
1714,2026,53
1715,2026,80
1716,7450,16
1717,7450,28
1718,7450,878
1719,7450,10751
1720,7450,12
1721,11375,28
1722,11375,12
1723,11375,35
1724,11375,53
1725,9425,28
1726,9425,10752
1727,9425,878
1728,25769,28
1729,25769,18
1730,25769,27
1731,25769,878
1732,25769,53
1733,23685,12
1734,23685,14
1735,23685,16
1736,23685,28
1737,23685,35
1738,11866,28
1739,11866,12
1740,11866,18
1741,11866,53
1742,9741,878
1743,9741,53
1744,9741,18
1745,211672,10751
1746,211672,16
1747,211672,12
1748,211672,35
1749,23629,28
1750,23629,14
1751,23629,53
1752,8688,80
1753,8688,9648
1754,10153,878
1755,153518,10751
1756,153518,16
1757,8676,10749
1758,8676,35
1759,8676,12
1760,20829,35
1761,20829,18
1762,4349,53
1763,4349,28
1764,4349,18
1765,9718,35
1766,10808,35
1767,10808,10751
1768,10808,10749
1769,10808,14
1770,197,28
1771,197,18
1772,197,36
1773,197,10752
1774,25,18
1775,25,10752
1776,35,16
1777,35,35
1778,35,10751
1779,11086,18
1780,11086,10749
1781,10477,28
1782,1997,12
1783,1997,18
1784,1997,10751
1785,6947,18
1786,6947,9648
1787,6947,53
1788,3050,35
1789,3050,10751
1790,3050,14
1791,2675,18
1792,2675,53
1793,2675,878
1794,2675,9648
1795,809,12
1796,809,16
1797,809,35
1798,809,10751
1799,809,14
1800,920,16
1801,920,12
1802,920,35
1803,920,10751
1804,4806,35
1805,4806,10749
1806,7451,28
1807,7451,12
1808,7451,53
1809,228165,16
1810,228165,12
1811,228165,35
1812,228165,10751
1813,3595,28
1814,3595,53
1815,16869,18
1816,16869,28
1817,16869,53
1818,16869,10752
1819,879,12
1820,879,14
1821,879,35
1822,879,10751
1823,1573,28
1824,1573,53
1825,9257,28
1826,9257,53
1827,9257,80
1828,1903,18
1829,1903,9648
1830,1903,10749
1831,1903,878
1832,1903,53
1833,9697,18
1834,9697,53
1835,9697,14
1836,9697,9648
1837,395,12
1838,395,878
1839,395,28
1840,23398,35
1841,23398,10751
1842,23398,16
1843,23398,14
1844,23398,10402
1845,10590,28
1846,10590,36
1847,10590,10752
1848,117263,28
1849,117263,53
1850,200,878
1851,200,28
1852,200,12
1853,200,53
1854,44943,28
1855,44943,878
1856,587,12
1857,587,14
1858,587,18
1859,10395,14
1860,57212,18
1861,57212,10752
1862,152760,10752
1863,152760,18
1864,152760,36
1865,152760,28
1866,2756,12
1867,2756,28
1868,2756,53
1869,2756,878
1870,33909,18
1871,33909,80
