id,movie_id,genre_id
1872,49017,27
1873,49017,28
1874,49017,18
1875,49017,14
1876,49017,10752
1877,9882,18
1878,9882,28
1879,9882,53
1880,9882,80
1881,2270,12
1882,2270,14
1883,2270,10749
1884,2270,10751
1885,978,12
1886,978,18
1887,978,36
1888,44564,35
1889,44564,18
1890,3132,28
1891,3132,12
1892,3132,35
1893,3132,53
1894,8814,12
1895,8814,28
1896,8814,27
1897,8427,28
1898,8427,12
1899,8427,35
1900,8427,53
1901,52520,14
1902,52520,28
1903,52520,27
1904,80585,35
1905,80585,18
1906,80585,10402
1907,80585,10749
1908,10592,18
1909,10592,10752
1910,49021,28
1911,49021,12
1912,49021,53
1913,11535,28
1914,11535,878
1915,11535,53
1916,10550,28
1917,10550,12
1918,10550,53
1919,11258,53
1920,12610,12
1921,12610,16
1922,12610,28
1923,12610,35
1924,12610,10751
1925,59981,16
1926,59981,10402
1927,59981,10751
1928,201088,80
1929,201088,18
1930,201088,9648
1931,5137,9648
1932,5137,28
1933,5137,53
1934,5137,878
1935,5137,12
1936,3093,80
1937,3093,9648
1938,3093,53
1939,107846,28
1940,107846,53
1941,188207,28
1942,188207,12
1943,4614,53
1944,4614,28
1945,4614,18
1946,24021,12
1947,24021,14
1948,24021,18
1949,24021,10749
1950,11371,28
1951,11371,80
1952,11371,53
1953,20352,16
1954,20352,10751
1955,11517,28
1956,11517,35
1957,11517,80
1958,214756,35
1959,26428,12
1960,26428,18
1961,26428,36
1962,9824,12
1963,9824,14
1964,9824,28
1965,9824,35
1966,9824,878
1967,48988,35
1968,9008,18
1969,9008,53
1970,300673,28
1971,300673,18
1972,300673,36
1973,300673,53
1974,12113,28
1975,12113,18
1976,12113,53
1977,38778,35
1978,72331,28
1979,72331,14
1980,72331,27
1981,1844,10749
1982,1844,18
1983,1844,9648
1984,846,9648
1985,846,878
1986,846,53
1987,9703,28
1988,9703,12
1989,9703,14
1990,9703,10752
1991,857,18
1992,857,36
1993,857,10752
1994,136797,28
1995,136797,80
1996,136797,18
1997,136797,53
1998,3981,35
1999,3981,10749
2000,425,16
2001,425,35
2002,425,10751
2003,425,12
2004,6171,18
2005,6171,27
2006,6171,878
2007,6171,53
2008,72976,36
2009,72976,18
2010,603,28
2011,603,878
2012,568,18
2013,9021,14
2014,9021,35
2015,9021,10751
2016,82695,18
2017,82695,10402
2018,82695,10749
2019,9489,35
2020,9489,10749
2021,12133,35
2022,9342,28
2023,9342,12
2024,41733,35
2025,41733,18
2026,227306,18
2027,227306,10752
2028,5551,28
2029,5551,12
2030,5551,53
2031,9350,28
2032,9350,12
2033,9350,53
2034,9208,28
2035,9208,12
2036,9208,18
2037,9208,53
2038,4244,14
2039,4244,35
2040,4244,10751
2041,1852,18
2042,1852,36
2043,1852,53
2044,11820,18
2045,11820,10749
2046,76493,35
2047,345,9648
2048,345,18
2049,196867,35
2050,196867,18
2051,196867,10751
2052,256591,10749
2053,256591,35
2054,256591,80
2055,256591,18
2056,59962,28
2057,59962,35
2058,59962,10749
2059,36648,878
2060,36648,28
2061,36648,27
2062,36648,53
2063,36648,12
2064,36648,14
2065,1880,28
2066,1880,53
2067,9440,35
2068,9440,18
2069,71679,28
2070,71679,27
2071,71679,878
2072,10483,28
2073,10483,53
2074,10483,878
2075,11412,80
2076,11412,28
2077,11412,9648
2078,11412,53
2079,11983,28
2080,11983,12
2081,11983,18
2082,11983,10749
2083,11983,53
2084,6795,10751
2085,6795,14
2086,6795,878
2087,6795,12
2088,550,18
2089,11170,18
2090,9292,28
2091,9292,12
2092,9292,35
2093,10783,28
2094,10783,12
2095,10783,35
2096,10783,80
2097,10783,10749
2098,10783,53
2099,100241,27
2100,100241,53
2101,257,80
2102,257,18
2103,257,10751
2104,9947,28
2105,9947,14
2106,189,80
2107,189,53
2108,12618,18
2109,12618,10749
2110,253412,12
2111,253412,18
2112,1427,80
2113,1427,14
2114,1427,18
2115,818,35
2116,818,80
2117,818,878
2118,16577,16
2119,16577,28
2120,16577,10751
2121,16577,878
2122,329,12
2123,329,878
2124,12160,18
2125,12160,28
2126,12160,37
2127,9331,28
2128,9331,18
2129,9331,53
2130,300168,28
2131,300168,18
2132,300168,12
2133,9072,35
2134,9072,80
2135,3536,28
2136,3536,18
2137,3536,53
2138,3536,10752
2139,9087,35
2140,9087,18
2141,9087,10749
2142,12177,35
2143,12177,10749
2144,12138,28
2145,12138,12
2146,12138,35
2147,12138,53
2148,12138,80
2149,273248,80
2150,273248,18
2151,273248,9648
2152,273248,37
2153,9955,28
2154,9955,35
2155,9955,18
2156,50359,16
2157,50359,35
2158,50359,10751
2159,1271,28
2160,1271,12
2161,1271,10752
2162,693,35
2163,693,10749
2164,14306,35
2165,14306,10751
2166,497,14
2167,497,18
2168,497,80
2169,11199,28
2170,11199,12
2171,11199,35
2172,9982,16
2173,9982,10751
2174,9982,35
2175,210577,9648
2176,210577,53
2177,210577,18
2178,2501,28
2179,2501,18
2180,2501,9648
2181,2501,53
2182,710,12
2183,710,28
2184,710,53
2185,2275,80
2186,2275,18
2187,2275,9648
2188,2275,53
2189,37165,35
2190,37165,18
2191,9837,12
2192,9837,16
2193,9837,18
2194,9837,10751
2195,9837,10402
2196,10708,35
2197,10708,10751
2198,136400,28
2199,136400,35
2200,136400,80
2201,10992,35
2202,10992,10751
2203,9654,28
2204,9654,80
2205,2642,10749
2206,2642,35
2207,8916,12
2208,8916,16
2209,8916,35
2210,8916,10751
2211,19899,35
2212,19899,10749
2213,2119,12
2214,9641,35
2215,294254,28
2216,38167,18
2217,5994,35
2218,5994,18
2219,5994,10749
2220,5994,14
2221,39514,28
2222,39514,12
2223,39514,35
2224,39514,80
2225,39514,53
2226,9563,18
2227,547,18
2228,547,10749
2229,1538,18
2230,1538,80
2231,1538,53
2232,9334,28
2233,9334,14
2234,9334,12
2235,11128,18
2236,11128,28
2237,11128,53
2238,75780,80
2239,75780,18
2240,75780,53
2241,8914,28
2242,8914,878
2243,8914,53
2244,13576,10402
2245,13576,99
2246,39538,18
2247,39538,53
2248,39538,878
2249,10628,35
2250,10628,12
2251,10628,80
2252,14836,16
2253,14836,10751
2254,8645,53
2255,8645,878
2256,9509,28
2257,9509,18
2258,9509,53
2259,9509,80
2260,10067,35
2261,10067,10751
2262,9384,35
2263,9384,80
2264,9279,10751
2265,9279,35
2266,1487,14
2267,1487,28
2268,1487,878
2269,9422,18
2270,77174,10751
2271,77174,16
2272,77174,12
2273,77174,35
2274,4824,28
2275,4824,53
2276,4824,12
2277,4824,80
2278,9620,28
2279,9620,12
2280,9620,9648
2281,9620,878
2282,9620,53
2283,9302,18
2284,9302,10749
2285,10199,12
2286,10199,16
2287,10199,10751
2288,10771,53
2289,10771,28
2290,10771,35
2291,10771,878
2292,3512,28
2293,3512,53
2294,137094,28
2295,137094,18
2296,137094,53
2297,274479,18
2298,274479,35
2299,267860,28
2300,267860,80
2301,267860,53
2302,8078,878
2303,8078,27
2304,8078,28
2305,7485,28
2306,7485,18
2307,7485,9648
2308,7485,53
2309,7485,80
2310,170687,16
2311,170687,35
2312,170687,10751
2313,170687,14
2314,6435,18
2315,6435,14
2316,6435,35
2317,137106,12
2318,137106,16
2319,137106,35
2320,137106,10751
2321,137106,14
2322,10040,28
2323,10040,35
2324,6278,12
2325,6278,28
2326,6278,14
2327,82682,80
2328,82682,18
2329,82682,28
2330,82682,53
2331,17610,35
2332,17610,12
2333,22954,18
2334,22954,36
2335,16995,28
2336,16558,10749
2337,16558,35
2338,16558,80
2339,9849,35
2340,9849,18
2341,9849,10751
2342,9849,878
2343,5820,28
2344,5820,53
2345,5820,80
2346,16866,878
2347,16866,16
2348,16866,10751
2349,16866,35
2350,16866,12
2351,201,878
2352,201,28
2353,201,12
2354,201,53
2355,11775,80
2356,11775,35
2357,11775,10749
2358,87825,18
2359,87825,10749
2360,12201,80
2361,12201,18
2362,12201,9648
2363,12201,53
2364,11015,27
2365,11015,9648
2366,11015,53
2367,9932,35
2368,9932,80
2369,13389,28
2370,13389,80
2371,13389,18
2372,13389,53
2373,8838,28
2374,8838,80
2375,8838,18
2376,8838,53
2377,17332,18
2378,4958,14
2379,4958,18
2380,786,18
2381,786,10402
2382,9513,16
2383,9513,35
2384,9513,10751
2385,11679,28
2386,11679,12
2387,11679,80
2388,11679,18
2389,11679,9648
2390,11679,53
2391,38321,28
2392,38321,878
2393,38321,14
2394,38321,53
2395,38321,27
2396,14411,10751
2397,14411,16
2398,14411,12
2399,8413,27
2400,8413,878
2401,8413,9648
2402,10052,18
2403,9676,18
2404,9664,28
2405,9664,12
2406,9664,18
2407,9664,36
2408,9664,10749
2409,9664,10752
2410,2100,28
2411,2100,18
2412,2100,53
2413,10384,27
2414,10384,878
2415,10384,53
2416,137321,18
2417,137321,14
2418,137321,9648
2419,137321,10749
2420,123553,28
2421,123553,12
2422,123553,18
2423,123553,9648
2424,123553,10749
2425,123553,14
2426,11260,35
2427,11260,878
2428,11260,12
2429,11260,10751
2430,9009,18
2431,9009,27
2432,9009,53
2433,11374,35
2434,2309,12
2435,2309,10751
2436,2309,14
2437,8285,28
2438,8285,35
2439,8285,53
2440,8285,80
2441,8285,878
2442,210860,35
2443,210860,12
2444,2312,12
2445,2312,14
2446,2312,28
2447,2312,18
2448,9839,18
2449,9839,10749
2450,9839,12
2451,9839,10752
2452,381902,28
2453,381902,12
2454,381902,14
2455,13922,28
2456,13922,36
2457,13922,10752
2458,293660,28
2459,293660,12
2460,293660,35
2461,9713,18
2462,9713,35
2463,190859,10752
2464,190859,28
2465,257445,12
2466,257445,27
2467,257445,35
2468,9007,35
2469,9007,14
2470,9007,10749
2471,889,878
2472,889,35
2473,889,10751
2474,889,10749
2475,1370,28
2476,1370,12
2477,1370,53
2478,1370,10752
2479,4942,35
2480,4942,10749
2481,4942,18
2482,347969,35
2483,347969,37
2484,24438,35
2485,116741,35
2486,35791,28
2487,35791,12
2488,35791,27
2489,35791,878
2490,72431,18
2491,72431,28
2492,72431,12
2493,72431,36
2494,72431,10752
2495,1813,18
2496,1813,27
2497,1813,9648
2498,1813,53
2499,87428,35
2500,8840,14
2501,10589,28
2502,10589,35
2503,10589,80
2504,10589,18
2505,71676,28
2506,71676,14
2507,71676,53
2508,1722,18
2509,1722,36
2510,1722,10749
2511,10022,28
2512,10022,35
2513,10022,18
2514,10022,10751
2515,10022,53
2516,11358,12
2517,11358,18
2518,11358,28
2519,11358,53
2520,13,35
2521,13,18
2522,13,10749
2523,6477,35
2524,6477,10402
2525,6477,10751
2526,6477,14
2527,6477,16
2528,1597,35
2529,1597,10749
2530,10530,12
2531,10530,16
2532,10530,18
2533,10530,10751
2534,1924,28
2535,1924,12
2536,1924,14
2537,1924,878
2538,9327,14
2539,9327,35
2540,9327,10749
2541,9327,878
2542,8488,35
2543,8488,18
2544,8488,10749
2545,10603,12
2546,10603,35
2547,10603,10751
2548,10603,10749
2549,8273,35
2550,8273,10749
2551,109424,28
2552,109424,18
2553,109424,53
2554,35056,35
2555,8839,14
2556,8839,35
2557,8839,10751
2558,156022,53
2559,156022,28
2560,156022,80
2561,7303,35
2562,7303,18
2563,7303,10749
2564,8963,28
2565,8963,53
2566,8963,18
2567,1402,18
2568,9315,53
2569,9315,18
2570,9315,9648
2571,8984,18
2572,8984,53
2573,8984,80
2574,8984,9648
2575,8984,10749
2576,795,18
2577,795,14
2578,795,10749
2579,24,28
2580,24,80
2581,11353,35
2582,393,28
2583,393,80
2584,393,53
2585,9618,28
2586,9618,12
2587,9618,35
2588,9374,14
2589,9374,35
2590,8584,12
2591,8584,28
2592,8584,35
2593,8584,37
2594,2320,28
2595,2320,12
2596,2320,18
2597,2320,53
2598,58224,35
2599,58224,10751
2600,1729,28
2601,1729,12
2602,1729,14
2603,175574,16
2604,175574,35
2605,175574,10751
2606,8077,878
2607,8077,28
2608,8077,27
2609,8818,36
2610,8818,18
2611,8818,10402
2612,8195,28
2613,8195,53
2614,8195,80
2615,8195,12
2616,10586,12
2617,116149,10751
2618,116149,35
2619,80035,35
2620,10632,18
2621,10632,28
2622,10632,53
2623,10632,80
2624,12117,18
2625,12117,9648
2626,12117,53
2627,1792,35
2628,13260,35
2629,72197,16
2630,72197,12
2631,72197,10751
2632,72197,35
2633,3580,80
2634,3580,18
2635,3580,9648
2636,12123,28
2637,12123,18
2638,12123,878
2639,12123,53
2640,9566,18
2641,9566,9648
2642,9566,53
2643,9833,53
2644,9833,18
2645,9833,10749
2646,4517,18
2647,4517,36
2648,4517,10749
2649,8202,28
2650,8202,878
2651,16072,18
2652,16072,36
2653,16072,10752
2654,34314,28
2655,34314,53
2656,34314,80
2657,19724,35
2658,145220,35
2659,145220,12
2660,145220,80
2661,145220,10751
2662,14623,28
2663,14623,12
2664,14623,35
2665,14623,10751
2666,14623,14
2667,14623,878
2668,42297,18
2669,42297,10749
2670,2841,18
2671,802,18
2672,802,10749
2673,10375,28
2674,10375,53
2675,36586,14
2676,36586,27
2677,36586,28
2678,36586,53
2679,11321,18
2680,70074,28
2681,70074,80
2682,70074,53
2683,242,80
2684,242,18
2685,242,53
2686,9621,35
2687,9621,18
2688,9621,10749
2689,1819,35
2690,1819,10749
2691,8536,28
2692,8536,12
2693,8536,14
2694,8536,878
2695,8046,18
2696,1717,18
2697,1717,53
2698,479,28
2699,479,12
2700,479,80
2701,479,53
2702,9444,16
2703,9444,10751
2704,824,18
2705,824,10402
2706,824,10749
2707,11456,9648
2708,11456,53
2709,11456,80
2710,261023,80
2711,261023,18
2712,3683,10752
2713,3683,18
2714,3683,36
2715,22803,18
2716,22803,80
2717,22803,53
2718,285923,53
2719,285923,28
2720,285923,27
2721,39437,18
2722,39437,53
2723,1950,18
2724,1950,10749
2725,640,18
2726,640,80
2727,97630,53
2728,97630,18
2729,97630,36
2730,9767,10749
2731,9767,35
2732,11631,35
2733,11631,10749
2734,32856,35
2735,32856,10749
2736,6519,28
2737,6519,12
2738,6519,35
2739,8741,18
2740,8741,36
2741,8741,10752
2742,49520,35
2743,1850,35
2744,1850,18
2745,1850,10749
2746,524,18
2747,524,80
2748,26389,28
2749,26389,80
2750,26389,53
2751,11817,28
2752,11817,35
2753,11817,14
2754,2123,35
2755,9907,16
2756,9907,35
2757,9907,10751
2758,9969,35
2759,9969,10751
2760,18239,12
2761,18239,14
2762,18239,18
2763,18239,10749
2764,808,12
2765,808,16
2766,808,35
2767,808,10751
2768,808,14
2769,38050,878
2770,38050,53
2771,38050,10749
2772,8367,12
2773,9390,35
2774,9390,18
2775,9390,10749
2776,72105,35
2777,72105,14
2778,2898,35
2779,2898,10749
2780,10312,35
2781,10312,18
2782,109443,35
2783,2022,35
2784,2022,10749
2785,37686,53
2786,37686,878
2787,37686,9648
2788,462,18
2789,9919,35
2790,9919,10749
2791,187017,80
2792,187017,35
2793,187017,28
2794,628,27
2795,628,10749
2796,10201,35
2797,302699,28
2798,302699,35
2799,9441,18
2800,9441,10749
2801,274167,35
2802,224141,14
2803,224141,35
2804,224141,10402
2805,388,80
2806,388,18
2807,388,53
2808,2112,18
2809,2112,28
2810,2112,53
2811,2112,80
2812,10329,28
2813,10329,12
2814,10329,18
2815,10329,9648
2816,10329,878
2817,10329,53
2818,74465,18
2819,74465,35
2820,74465,10751
2821,13811,28
2822,13811,12
2823,13811,18
2824,13811,9648
2825,13811,878
2826,13811,53
2827,6877,35
2828,10320,18
2829,10320,27
2830,10320,53
2831,50646,35
2832,50646,18
2833,50646,10749
2834,8920,16
2835,8920,35
2836,8920,10751
2837,13673,35
2838,13673,10751
2839,60308,18
2840,6950,28
2841,6950,18
2842,6950,878
2843,6950,53
2844,225574,28
2845,225574,53
2846,225574,9648
2847,13836,12
2848,13836,10751
2849,13836,14
2850,13836,878
2851,13836,53
2852,13836,28
2853,752,28
2854,752,53
2855,752,14
2856,6038,28
2857,6038,12
2858,6038,35
2859,6038,37
2860,9975,12
2861,9975,16
2862,9975,35
2863,9975,10751
2864,11451,35
2865,11451,10751
2866,11451,12
2867,11451,14
2868,11451,10749
2869,12103,53
2870,60304,14
2871,60304,27
2872,60304,28
2873,2251,53
2874,2251,18
2875,46529,28
2876,46529,53
2877,46529,878
2878,46529,12
2879,231,18
2880,231,53
2881,300671,28
2882,300671,18
2883,300671,36
2884,300671,53
2885,300671,10752
2886,228326,10749
2887,228326,16
2888,228326,12
2889,228326,35
2890,228326,10751
2891,228326,14
2892,9754,53
2893,66,80
2894,66,18
2895,66,53
2896,4421,28
2897,4421,18
2898,2649,18
2899,2649,53
2900,2649,9648
2901,588,27
2902,588,9648
2903,10393,35
2904,71552,35
2905,9631,28
2906,9631,12
2907,9631,80
2908,9631,18
2909,9631,9648
2910,9631,53
2911,216282,28
2912,216282,53
2913,306,28
2914,306,35
2915,306,80
2916,928,35
2917,928,27
2918,928,14
2919,205587,18
2920,6623,28
2921,6623,53
2922,1577,27
2923,1577,28
2924,1577,878
2925,9801,35
2926,9801,10749
2927,2116,53
2928,2116,80
2929,2116,18
2930,9624,28
2931,9624,53
2932,14199,12
2933,14199,10751
2934,14199,878
2935,1907,18
2936,1907,12
2937,1907,10749
2938,1907,53
2939,4599,18
2940,4599,35
2941,4599,10749
2942,22832,28
2943,22832,80
2944,22832,53
2945,10390,18
2946,10390,10749
2947,9879,18
2948,9879,53
2949,9879,80
2950,38579,10751
2951,38579,35
2952,44603,18
2953,44603,14
2954,11892,80
2955,11892,18
2956,11892,53
2957,9691,28
2958,9691,12
2959,9691,80
2960,9691,53
2961,1248,80
2962,1248,18
2963,1248,53
2964,12220,35
2965,12220,18
2966,12220,10749
2967,72710,28
2968,72710,12
2969,72710,10749
2970,72710,878
2971,72710,53
2972,10782,28
2973,10782,18
2974,10782,9648
2975,10782,53
2976,10782,80
2977,9573,80
2978,9573,18
2979,9573,9648
2980,9573,53
2981,4959,18
2982,4959,53
2983,4959,80
2984,10061,28
2985,10061,12
2986,10061,878
2987,10061,53
2988,10386,12
2989,10386,16
2990,10386,10751
2991,10386,14
2992,10386,878
2993,421,12
2994,421,35
2995,421,18
2996,316152,10752
2997,316152,28
2998,316152,18
2999,316152,36
3000,316152,53
3001,11615,18
3002,11615,53
3003,11615,80
3004,13498,35
3005,13498,28
3006,241554,28
3007,241554,80
3008,241554,18
3009,241554,9648
3010,241554,53
3011,2252,53
3012,2252,80
3013,2252,9648
3014,11968,28
3015,11968,53
3016,11968,12
3017,11968,80
3018,10047,12
3019,10047,18
3020,10047,28
3021,10047,36
3022,10047,10752
3023,38319,35
3024,69668,18
3025,69668,53
3026,69668,9648
3027,9770,28
3028,9770,18
3029,9770,53
3030,11212,28
3031,11212,12
3032,11212,35
3033,11212,10751
3034,10533,18
3035,10533,36
3036,10533,10749
3037,38363,18
3038,38363,53
3039,9923,28
3040,9923,80
3041,11863,28
3042,11863,53
3043,11863,9648
3044,11863,10749
3045,18501,28
3046,18501,53
3047,18501,878
3048,109491,14
3049,109491,18
3050,109491,10749
3051,9275,35
3052,9275,80
3053,9275,18
3054,9275,53
3055,329833,35
3056,12634,35
3057,12634,80
3058,10416,35
3059,10416,18
3060,10416,10749
3061,10416,878
3062,47327,14
3063,47327,53
3064,47327,28
3065,47327,80
3066,15268,28
3067,15268,12
3068,15268,878
3069,15268,53
3070,10796,28
3071,10796,878
3072,10796,53
3073,9548,28
3074,9548,35
3075,9548,53
3076,9548,80
3077,9548,9648
3078,18947,18
3079,18947,35
3080,1900,53
3081,1900,18
3082,1900,80
3083,89,12
3084,89,28
3085,96724,18
3086,96724,10749
3087,198184,80
3088,198184,28
3089,198184,878
3090,9481,18
3091,9481,9648
3092,9481,53
3093,9481,80
3094,4547,80
3095,4547,18
3096,4547,53
3097,53953,27
3098,6415,28
3099,6415,12
3100,6415,35
3101,181283,80
3102,181283,53
3103,9896,12
3104,9896,35
3105,167,18
3106,167,878
3107,11232,35
3108,11232,14
3109,11232,10749
3110,11232,878
3111,1636,14
3112,1636,35
3113,1636,10749
3114,2148,10402
3115,2148,18
3116,2148,80
3117,2148,10749
3118,5176,37
3119,260346,53
3120,260346,28
3121,1389,10749
3122,1389,35
3123,1389,80
3124,9894,35
3125,9894,18
3126,9894,53
3127,7504,18
3128,8592,12
3129,8592,28
3130,8592,35
3131,8592,53
3132,8592,80
3133,913,18
3134,913,80
3135,913,10749
3136,11091,35
3137,11091,18
3138,11091,10749
3139,1368,28
3140,1368,12
3141,1368,53
3142,1368,10752
3143,593,18
3144,593,878
3145,593,12
3146,593,9648
3147,5393,16
3148,5393,35
3149,5393,10751
3150,5393,14
3151,5393,878
3152,9095,18
3153,9095,27
3154,9095,53
3155,9095,10749
3156,8874,35
3157,8874,10749
3158,11467,35
3159,11467,10749
3160,320,80
3161,320,9648
3162,320,53
3163,199,878
3164,199,28
3165,199,12
3166,199,53
3167,20533,28
3168,20533,37
3169,20533,18
3170,20533,14
3171,20533,53
3172,10684,18
3173,10684,53
3174,10684,9648
3175,10684,10752
3176,1624,35
3177,325789,80
3178,325789,18
3179,325789,53
3180,113464,18
3181,113464,36
3182,113464,10752
3183,888,14
3184,888,35
3185,888,10751
3186,82675,28
3187,82675,80
3188,82675,53
3189,4256,35
3190,1493,35
3191,1493,80
3192,1493,28
3193,88751,28
3194,88751,878
3195,88751,12
3196,88751,35
3197,88751,10751
3198,11130,35
3199,11130,18
3200,11130,10751
3201,11130,10749
3202,9944,18
3203,9944,9648
3204,9944,53
3205,9944,80
3206,10731,18
3207,10731,53
3208,10731,80
3209,10731,9648
3210,7350,18
3211,7350,35
3212,9869,18
3213,9869,28
3214,9869,53
3215,9869,80
3216,4379,10749
3217,4379,35
3218,146233,18
3219,146233,53
3220,146233,80
3221,2034,28
3222,2034,80
3223,2034,18
3224,2034,53
3225,926,35
3226,926,10751
3227,926,878
3228,4248,35
3229,64328,35
3230,64328,10751
3231,64328,10402
3232,36647,27
3233,36647,28
3234,7214,18
3235,1537,28
3236,1537,12
3237,1537,80
3238,1537,53
3239,9360,12
3240,9360,27
3241,9360,53
3242,6282,35
3243,508,35
3244,508,10749
3245,508,18
3246,9487,12
3247,9487,16
3248,9487,35
3249,9487,10751
3250,768,27
3251,768,9648
3252,768,53
3253,2636,28
3254,2636,53
3255,10478,35
3256,10478,18
3257,10478,10749
3258,27983,35
3259,27983,18
3260,27983,10751
3261,9981,10749
3262,9981,35
3263,9981,10751
3264,7453,12
3265,7453,35
3266,7453,10751
3267,7453,878
3268,15045,35
3269,15045,18
3270,15045,10751
3271,7737,27
3272,7737,28
3273,7737,878
3274,232672,35
3275,17379,12
3276,17379,35
3277,17379,18
3278,8987,28
3279,8987,12
3280,8987,80
3281,8987,53
3282,11359,12
3283,11359,10751
3284,11359,14
3285,82525,80
3286,82525,18
3287,82525,53
3288,9759,28
3289,9759,12
3290,9759,80
3291,9759,53
3292,9486,12
3293,9486,28
3294,9486,35
3295,9906,14
3296,9906,12
3297,9906,16
3298,9906,35
3299,9906,10751
3300,841,28
3301,841,878
3302,841,12
3303,4688,12
3304,4688,18
3305,4688,10402
3306,4688,10749
3307,4148,18
3308,4148,10749
3309,2207,28
3310,2207,12
3311,2207,80
3312,2207,53
3313,9381,28
3314,9381,12
3315,9381,878
3316,9381,53
3317,9625,28
3318,9625,12
3319,9625,80
3320,9625,18
3321,9625,53
3322,9304,35
3323,9304,14
3324,9304,878
3325,20856,12
3326,20856,35
3327,20856,10751
3328,20856,14
3329,20856,878
3330,5955,80
3331,5955,18
3332,5955,9648
3333,5955,53
3334,9899,35
3335,9899,10402
3336,9826,12
3337,9826,28
3338,21355,18
3339,21355,10749
3340,21355,37
3341,10858,36
3342,10858,18
3343,11439,53
3344,11439,9648
3345,9457,12
3346,9457,28
3347,9457,27
3348,9457,878
3349,12412,18
3350,12412,10752
3351,1494,28
3352,1494,18
3353,1494,14
3354,13184,28
3355,13184,80
3356,13184,53
3357,2185,28
3358,2185,35
3359,2185,53
3360,6639,18
3361,6639,10749
3362,38153,28
3363,38153,53
3364,58233,80
3365,58233,12
3366,58233,28
3367,58233,35
3368,58233,53
3369,116977,16
3370,116977,28
3371,116977,35
3372,116977,10751
3373,68734,18
3374,68734,53
3375,5503,12
3376,5503,28
3377,5503,53
3378,5503,80
3379,5503,9648
3380,27573,28
3381,819,80
3382,819,18
3383,819,53
3384,1369,28
3385,1369,12
3386,1369,53
3387,1369,10752
3388,9623,18
3389,9623,53
3390,10895,16
3391,10895,10751
3392,10935,28
3393,10935,18
3394,10935,36
3395,10935,37
3396,834,14
3397,834,28
3398,834,878
3399,834,53
3400,228066,18
3401,228066,878
3402,228066,53
3403,711,18
3404,10468,35
3405,10468,18
3406,10027,28
3407,10027,80
3408,11812,10749
3409,11812,35
3410,37233,18
3411,37233,9648
3412,37233,53
3413,37950,18
3414,27582,28
3415,27582,53
3416,27582,80
3417,64688,28
3418,64688,35
3419,64688,80
3420,509,10749
3421,509,35
3422,509,18
3423,7443,16
3424,7443,35
3425,7443,10751
3426,5966,35
3427,5966,10749
3428,11066,35
3429,11066,10749
3430,136795,28
3431,136795,35
3432,136795,80
3433,8095,18
3434,8095,36
3435,8095,10749
3436,87826,35
3437,11560,18
3438,11560,9648
3439,11560,53
3440,11560,80
3441,25189,35
3442,25189,18
3443,25189,10749
3444,2637,18
3445,2637,27
3446,2637,9648
3447,18480,35
3448,709,12
3449,709,28
3450,709,53
3451,49730,14
3452,49730,53
3453,49730,27
3454,2749,28
3455,2749,80
3456,2749,53
3457,9607,12
3458,9607,35
3459,9607,10751
3460,9607,14
3461,1830,80
3462,1830,18
3463,1830,53
3464,79,18
3465,79,12
3466,79,28
3467,79,36
3468,54054,28
3469,54054,35
3470,54054,80
3471,228967,28
3472,228967,35
3473,46528,12
3474,46528,14
3475,46528,28
3476,46528,37
3477,46528,53
3478,27936,28
3479,27936,35
3480,27936,80
3481,65,18
3482,280391,12
3483,280391,35
3484,280391,16
3485,9476,12
3486,9476,18
3487,9476,10749
3488,9476,28
3489,10610,53
3490,10610,14
3491,10610,28
3492,10610,35
3493,745,9648
3494,745,53
3495,745,18
3496,49527,28
3497,49527,53
3498,49527,80
3499,73937,35
3500,1885,18
3501,168672,18
3502,168672,80
3503,18240,35
3504,18240,10749
3505,18240,18
3506,10398,80
3507,10398,18
3508,10398,9648
3509,10398,53
3510,165,12
3511,165,35
3512,165,10751
3513,165,878
3514,240832,28
3515,240832,878
3516,216015,18
3517,216015,10749
3518,216015,53
3519,12279,28
3520,12279,12
3521,12279,35
3522,12279,10751
3523,12279,878
3524,1645,80
3525,1645,18
3526,1645,53
3527,11007,35
3528,193756,28
3529,193756,18
3530,193756,53
3531,193756,10752
3532,11287,35
3533,259693,27
3534,37799,18
3535,10184,35
3536,10184,10749
3537,10184,18
3538,4257,35
3539,4234,27
3540,4234,9648
3541,196,12
3542,196,35
3543,196,10751
3544,196,878
3545,257091,35
3546,6114,10749
3547,6114,27
3548,24803,10749
3549,24803,18
3550,109410,18
3551,1213,53
3552,1213,80
3553,1213,18
3554,100042,35
3555,9036,12
3556,9036,18
3557,9036,10751
3558,257211,35
3559,323675,28
3560,323675,35
3561,9361,28
3562,9361,12
3563,9361,18
3564,9361,36
3565,9361,10749
3566,9361,10752
3567,1677,18
3568,1677,10402
3569,187,28
3570,187,53
3571,187,80
3572,7461,18
3573,7461,28
3574,7461,53
3575,7461,80
3576,16538,35
3577,9889,35
3578,9889,10749
3579,820,18
3580,820,53
3581,820,36
3582,11565,35
3583,11565,80
3584,6073,28
3585,6073,35
3586,6073,80
3587,6073,10749
3588,16996,35
3589,193610,35
3590,193610,10749
3591,19912,27
3592,19912,9648
3593,296098,53
3594,296098,18
3595,8007,28
3596,8007,18
3597,8007,53
3598,8007,10752
3599,32823,35
3600,4380,18
3601,4380,10749
3602,4380,35
3603,11551,35
3604,11551,12
3605,11551,14
