id,from_movie_id,to_movie_id,sim_cos
398,10861,2252,0.087524846
399,10861,67913,0.0853631
400,10890,69848,0.13512541
401,10890,9099,0.13236497
402,10890,12162,0.11423242
403,10890,4421,0.1135023
404,10890,2275,0.1106853
405,10890,10212,0.099547036
406,10890,25678,0.09632224
407,10890,10765,0.09560421
408,1090,10428,0.26957175
409,1090,157353,0.23847412
410,1090,20526,0.19076125
411,1090,605,0.18544367
412,1090,9271,0.17953633
413,1090,860,0.1673022
414,1090,603,0.15152717
415,1090,9989,0.14619987
416,109091,627,0.18325928
417,109091,138832,0.15525633
418,109091,186935,0.14915265
419,109091,1900,0.14548029
420,109091,25636,0.13411704
421,109091,1051,0.13076563
422,109091,4836,0.12918313
423,109091,325789,0.1279537
424,10934,10955,0.09800914
425,10934,18240,0.08414023
426,10934,103328,0.082011834
427,10934,8998,0.0817935
428,10934,10765,0.08137486
429,10934,7288,0.076497845
430,10934,14256,0.07562747
431,10934,23655,0.07361446
432,109445,44115,0.13481916
433,109445,58595,0.12006039
434,109445,408,0.101782225
435,109445,224141,0.09744974
436,109445,46146,0.09500505
437,109445,4523,0.089034945
438,109445,812,0.084468104
439,109445,209274,0.084184855
440,11,1891,0.31937715
441,11,1895,0.23485407
442,11,1892,0.21851753
443,11,1894,0.15950361
444,11,10179,0.13362166
445,11,8584,0.12368799
446,11,957,0.084635586
447,11,1852,0.084171586
448,11001,4911,0.20237203
449,11001,26390,0.18440677
450,11001,1710,0.173037
451,11001,119283,0.16711311
452,11001,49524,0.15103579
453,11001,1422,0.150142
454,11001,49527,0.1449598
455,11001,2088,0.14248583
456,110402,16866,0.0754784
457,110402,3604,0.06228939
458,110402,16857,0.0563299
459,110402,54897,0.056019116
460,110402,4476,0.0546987
461,110402,10894,0.053306356
462,110402,9562,0.0532392
463,110402,1705,0.05239101
464,110415,3482,0.14974442
465,110415,22007,0.14077899
466,110415,6623,0.14071542
467,110415,131631,0.12235803
468,110415,9741,0.12023331
469,110415,157841,0.118460216
470,110415,40001,0.117585056
471,110415,241239,0.11000141
472,11058,300327,0.12600076
473,11058,264644,0.11687379
474,11058,27585,0.11307277
475,11058,6537,0.10459443
476,11058,11588,0.10104772
477,11058,8452,0.099126816
478,11058,375950,0.087341174
479,11058,361475,0.0781648
480,11091,206296,0.22068033
481,11091,7326,0.18128856
482,11091,7510,0.1319813
483,11091,10758,0.123206526
484,11091,215918,0.1201429
485,11091,641,0.113492675
486,11091,10564,0.113366485
487,11091,78307,0.11033026
488,11109,167073,0.118700795
489,11109,7326,0.108278796
490,11109,10994,0.10261229
491,11109,2118,0.1005782
492,11109,78307,0.09627849
493,11109,10564,0.0847907
494,11109,10712,0.08235796
495,11109,76494,0.08108636
496,11113,9429,0.15505998
497,11113,1621,0.11863207
498,11113,39780,0.1154326
499,11113,4348,0.10780527
500,11113,5559,0.09589334
501,11113,7303,0.08733894
502,11113,1124,0.083672136
503,11113,19,0.07789456
504,11130,249164,0.12076057
505,11130,8988,0.10442815
506,11130,9486,0.08994535
507,11130,24469,0.08658905
508,11130,26815,0.071183115
509,11130,27585,0.07052098
510,11130,28029,0.061421413
511,11130,10202,0.059313662
512,11137,10642,0.1445561
513,11137,72570,0.14393318
514,11137,10760,0.1240983
515,11137,60420,0.113775566
516,11137,10198,0.11148229
517,11137,224141,0.10738784
518,11137,12245,0.101707764
519,11137,14411,0.0985988
520,11162,9454,0.1438408
521,11162,4012,0.093325466
522,11162,27329,0.08559091
523,11162,284536,0.08451564
524,11162,9703,0.078816146
525,11162,346,0.07797249
526,11162,10436,0.074459866
527,11162,57943,0.071598195
528,11184,7301,0.098904505
529,11184,85,0.09006325
530,11184,87,0.08271195
531,11184,89,0.07690081
532,11184,30139,0.071805604
533,11184,10571,0.06912766
534,11184,59,0.069110975
535,11184,29595,0.066691
536,11194,22796,0.10290683
537,11194,81390,0.08613271
538,11194,253412,0.073111765
539,11194,9350,0.06979442
540,11194,58595,0.06003588
541,11194,13072,0.059895102
542,11194,14220,0.0570962
543,11194,202604,0.05307445
544,11237,2757,0.15784927
545,11237,58,0.072689734
546,11237,9360,0.06477378
547,11237,330,0.06264673
548,11237,17339,0.06011961
549,11237,14873,0.059706017
550,11237,258489,0.05963172
551,11237,9392,0.058688156
552,1124,19,0.099513866
553,1124,10448,0.09264348
554,1124,10521,0.08731799
555,1124,14144,0.08655551
556,1124,11113,0.083672136
557,1124,64807,0.08292384
558,1124,1024,0.08239117
559,1124,20024,0.08191509
560,112430,2370,0.12522018
561,112430,395766,0.11398714
562,112430,13025,0.10751246
563,112430,146216,0.106257945
564,112430,59962,0.0993075
565,112430,4614,0.089300685
566,112430,254904,0.086861216
567,112430,6538,0.083996035
568,11247,232679,0.12797771
569,11247,8193,0.1138892
570,11247,357837,0.10541308
571,11247,60463,0.10340563
572,11247,14662,0.10197373
573,11247,5393,0.09731779
574,11247,1788,0.09127353
575,11247,82679,0.088561356
576,11249,11932,0.3396699
577,11249,250546,0.23675977
578,11249,10585,0.23657563
579,11249,11186,0.22461616
580,11249,11551,0.13927181
581,11249,321258,0.13629046
582,11249,6615,0.117949665
583,11249,11598,0.1132336
584,11282,10189,0.15662688
585,11282,165864,0.1228508
586,11282,83770,0.12041566
587,11282,9285,0.10914076
588,11282,100042,0.10417818
589,11282,10029,0.10346463
590,11282,9372,0.10192852
591,11282,9490,0.09972777
592,11306,238615,0.11525958
593,11306,3021,0.10375258
594,11306,1698,0.102030605
595,11306,375950,0.09813668
596,11306,10312,0.09353613
597,11306,1551,0.090781376
598,11306,1948,0.08962494
599,11306,10052,0.088381834
600,11313,13689,0.13503788
601,11313,11901,0.11877592
602,11313,10496,0.09202157
603,11313,133698,0.088782616
604,11313,335866,0.08473667
605,11313,7547,0.07950017
606,11313,9656,0.07929905
607,11313,292481,0.07811279
608,113406,9894,0.11446537
609,113406,9557,0.09813584
610,113406,9992,0.08838424
611,113406,59861,0.081133544
612,113406,116741,0.077419735
613,113406,14624,0.07391864
614,113406,32823,0.07355991
615,113406,211954,0.07253088
616,11351,2486,0.11580064
617,11351,46261,0.09893627
618,11351,117942,0.09413284
619,11351,9469,0.09116125
620,11351,2300,0.084729694
621,11351,37707,0.08391137
622,11351,7484,0.078751564
623,11351,367961,0.07841793
624,11353,74643,0.17957035
625,11353,522,0.12276392
626,11353,10970,0.122690186
627,11353,8944,0.121896274
628,11353,11467,0.10456395
629,11353,139998,0.10069753
630,11353,282128,0.0984245
631,11353,14195,0.096342415
632,11357,10987,0.37083387
633,11357,11361,0.22117126
634,11357,11442,0.20746437
635,11357,8080,0.1307618
636,11357,24150,0.122645885
637,11357,948,0.1172766
638,11357,13389,0.10840214
639,11357,19489,0.09473648
640,113947,86331,0.1674291
641,113947,255266,0.13000837
642,113947,345,0.11411918
643,113947,1412,0.107014574
644,113947,60421,0.104558915
645,113947,10068,0.10423503
646,113947,314365,0.099230774
647,113947,9285,0.09668999
648,11398,179,0.18360646
649,11398,36955,0.12941699
650,11398,5174,0.12138842
651,11398,30379,0.11640202
652,11398,358451,0.10546796
653,11398,9772,0.0937598
654,11398,3536,0.092130765
655,11398,79777,0.0861864
656,114065,11637,0.13479482
657,114065,13403,0.12890558
658,114065,239,0.12579398
659,114065,12508,0.12240516
660,114065,1584,0.111536585
661,114065,1961,0.111313686
662,114065,10537,0.11060176
663,114065,23367,0.09825296
664,114635,16005,0.097982325
665,114635,1391,0.09227475
666,114635,291362,0.09026146
667,114635,357441,0.08796647
668,114635,88005,0.08197078
669,114635,773,0.07973944
670,114635,431,0.077371426
671,114635,82687,0.0771137
672,11467,10998,0.17559093
673,11467,8944,0.13033508
674,11467,17202,0.12012932
675,11467,254,0.11938752
676,11467,522,0.11830634
677,11467,139998,0.10801033
678,11467,9029,0.10775253
679,11467,74643,0.10754509
680,11470,192577,0.11697288
681,11470,19995,0.1141756
682,11470,679,0.10588027
683,11470,698,0.100783035
684,11470,811,0.09045112
685,11470,81796,0.087504275
686,11470,782,0.08653279
687,11470,9016,0.08508999
688,11499,10858,0.23395601
689,11499,16406,0.21414134
690,11499,31535,0.115464486
691,11499,10822,0.07732964
692,11499,11313,0.068420455
693,11499,323967,0.057797775
694,11499,9451,0.056960642
695,11499,19419,0.055087645
696,11517,18487,0.4249193
697,11517,2001,0.19530812
698,11517,1273,0.16253182
699,11517,19457,0.15813158
700,11517,104,0.15600212
701,11517,1572,0.14584428
702,11517,1813,0.13584518
703,11517,102362,0.13375904
704,11586,76487,0.21721053
705,11586,9552,0.2019377
706,11586,184346,0.17960176
707,11586,13788,0.1725166
708,11586,11026,0.17014068
709,11586,293670,0.13679954
710,11586,259693,0.13208196
711,11586,91586,0.12080732
712,11588,204922,0.15714528
713,11588,324668,0.12658072
714,11588,30141,0.121051095
715,11588,9894,0.12074098
716,11588,4174,0.1198916
717,11588,11058,0.10104772
718,11588,15639,0.091558106
719,11588,45791,0.08966113
720,11592,16358,0.089367464
721,11592,4232,0.08804222
722,11592,16857,0.084286496
723,11592,688,0.08316304
724,11592,347548,0.07563958
725,11592,2312,0.07483848
726,11592,22102,0.07371665
727,11592,9759,0.07276297
728,11600,375290,0.20530944
729,11600,6973,0.15411578
730,11600,12162,0.14184876
731,11600,1777,0.132787
732,11600,8975,0.12705775
733,11600,6415,0.12504917
734,11600,16005,0.10711756
735,11600,10523,0.10605486
736,116149,281957,0.1471124
737,116149,72105,0.12956065
738,116149,244316,0.12765919
739,116149,18357,0.11032134
740,116149,7484,0.10885355
741,116149,218778,0.094165444
742,116149,278927,0.0897819
743,116149,227973,0.08581216
744,11632,84188,0.2021541
745,11632,10436,0.08310296
746,11632,9582,0.07991805
747,11632,9361,0.076967865
748,11632,96724,0.0760194
749,11632,11240,0.071415596
750,11632,3062,0.067143865
751,11632,10765,0.06687887
752,11648,59962,0.21689233
753,11648,92182,0.12708102
754,11648,34016,0.11650603
755,11648,158150,0.11562163
756,11648,255266,0.10232942
757,11648,9489,0.10051981
758,11648,9603,0.099944696
759,11648,10683,0.09563017
760,11667,15268,0.25834906
761,11667,13938,0.2321228
762,11667,290864,0.21732883
763,11667,179,0.19700673
764,11667,14854,0.17056178
765,11667,8456,0.15821774
766,11667,70006,0.15587887
767,11667,27578,0.15222178
768,11687,10353,0.1759467
769,11687,11469,0.17301877
770,11687,766,0.14724006
771,11687,9562,0.09726515
772,11687,222899,0.094590314
773,11687,20662,0.0838391
774,11687,9092,0.080591
775,11687,56715,0.077296935
776,11690,290864,0.20297997
777,11690,13938,0.18382101
778,11690,8456,0.14775537
779,11690,11667,0.14699204
780,11690,30596,0.1442474
781,11690,14854,0.14189209
782,11690,70006,0.13166842
783,11690,9053,0.12340458
784,116977,58492,0.16412663
785,116977,10428,0.117607154
786,116977,223702,0.110020675
787,116977,9975,0.09820157
788,116977,18570,0.093847424
789,116977,9372,0.086544186
790,116977,157353,0.084907845
791,116977,321697,0.08159445
792,11798,3682,0.10675743
793,11798,251471,0.104254775
794,11798,10188,0.096823
795,11798,73,0.094987504
796,11798,25704,0.0939079
797,11798,342,0.09286643
798,11798,627,0.09059333
799,11798,9702,0.09029611
800,11802,698,0.18452613
801,11802,36696,0.17315027
802,11802,19995,0.17115244
803,11802,2067,0.16318981
804,11802,81796,0.15584551
805,11802,811,0.1420116
806,11802,9016,0.14141898
807,11802,95,0.13254802
808,11818,11358,0.10351851
809,11818,10105,0.10287435
810,11818,16005,0.09957151
811,11818,6415,0.09327096
812,11818,602,0.07752626
813,11818,407887,0.07466762
814,11818,3472,0.07397509
815,11818,16072,0.07043021
816,11835,7220,0.12504327
817,11835,7304,0.09509666
818,11835,332411,0.0878867
819,11835,26390,0.080105655
820,11835,754,0.079645455
821,11835,12085,0.07432065
822,11835,9455,0.074036896
823,11835,12106,0.07346676
824,11843,12096,0.44631737
825,11843,15639,0.19495973
826,11843,5822,0.13352343
827,11843,58574,0.100257024
828,11843,9481,0.09019572
829,11843,768,0.08890198
830,11843,5174,0.08165372
831,11843,2085,0.07801207
832,11863,1949,0.12925138
833,11863,254024,0.12868832
834,11863,23655,0.12382989
835,11863,9802,0.096291676
836,11863,17334,0.09288625
837,11863,38073,0.09128979
838,11863,351043,0.08795189
839,11863,15644,0.08628893
840,11866,1956,0.12901598
841,11866,29262,0.124886096
842,11866,76341,0.10801062
843,11866,22894,0.104968674
844,11866,55604,0.08717048
845,11866,9067,0.08369658
846,11866,256687,0.07613442
847,11866,146,0.074566156
848,11870,10283,0.110174485
849,11870,10285,0.107918754
850,11870,254,0.100680575
851,11870,52032,0.09576085
852,11870,9728,0.08944437
853,11870,9730,0.08929053
854,11870,8012,0.08607761
855,11870,10225,0.08604525
856,11887,157386,0.16925734
857,11887,57214,0.15987293
858,11887,9451,0.15745574
859,11887,10947,0.15651092
860,11887,2105,0.15347785
861,11887,239571,0.1495004
862,11887,60463,0.14067343
863,11887,68684,0.13903575
864,11888,9036,0.2661594
865,11888,1091,0.1707673
866,11888,20794,0.13573968
867,11888,22970,0.123859085
868,11888,764,0.09569305
869,11888,14369,0.09204846
870,11888,10992,0.09001187
871,11888,98568,0.08504861
872,11908,9913,0.1684953
873,11908,820,0.15367846
874,11908,702,0.13645785
875,11908,23049,0.11910508
876,11908,376004,0.10392653
877,11908,10871,0.102854
878,11908,10398,0.10213457
879,11908,75656,0.10127301
880,11917,663,0.19510712
881,11917,41439,0.14287344
882,11917,13056,0.13848452
883,11917,215,0.13379818
884,11917,22804,0.12635864
885,11917,1710,0.118469566
886,11917,9598,0.103149794
887,11917,199373,0.10268042
888,119458,60599,0.24603324
889,119458,277519,0.1782963
890,119458,76726,0.12761545
891,119458,9594,0.1210692
892,119458,30596,0.11792794
893,119458,6478,0.09549289
894,119458,331592,0.09413716
895,119458,10610,0.08413341
896,11968,210860,0.12271327
897,11968,173,0.11287588
898,11968,1865,0.11112788
899,11968,10534,0.10446088
900,11968,35032,0.09836408
901,11968,79940,0.093865216
902,11968,22,0.082325794
903,11968,10413,0.07862924
904,11973,820,0.1682306
905,11973,2370,0.13939309
906,11973,6623,0.10538182
907,11973,8963,0.095504984
908,11973,935,0.09427648
909,11973,117251,0.09064726
910,11973,4614,0.08958859
911,11973,8665,0.08858795
912,11978,173,0.11891043
913,11978,37694,0.10889647
914,11978,2756,0.10759565
915,11978,75674,0.10508783
916,11978,83,0.100078985
917,11978,4421,0.078983136
918,11978,290864,0.07278315
919,11978,10048,0.07066052
920,11979,628,0.14879327
921,11979,53502,0.13423665
922,11979,58595,0.12948444
923,11979,834,0.1224584
924,11979,277,0.12178924
925,11979,256924,0.104549274
926,11979,9548,0.103523105
927,11979,9486,0.10158962
928,12088,107846,0.17188595
929,12088,10803,0.16173364
930,12088,10994,0.1591844
931,12088,10734,0.15815376
932,12088,3172,0.11978355
933,12088,2577,0.11950048
934,12088,48309,0.1172478
935,12088,8452,0.11722569
936,12123,585,0.18170215
937,12123,846,0.13918962
938,12123,37137,0.13759965
939,12123,13508,0.13554843
940,12123,231,0.12983021
941,12123,1576,0.11175571
942,12123,5820,0.110301
943,12123,13518,0.10505766
944,1213,10955,0.16545936
945,1213,9457,0.13816167
946,1213,8078,0.124700345
947,1213,26466,0.11721228
948,1213,253,0.11247481
949,1213,59,0.111836135
950,1213,226,0.10405376
951,1213,9074,0.10331366
952,12138,9707,0.33592945
953,12138,39833,0.18254784
954,12138,24746,0.16181336
955,12138,6016,0.08563785
956,12138,69,0.08266607
957,12138,2155,0.078171976
958,12138,874,0.07268714
959,12138,11442,0.07210593
960,12144,105864,0.19103605
961,12144,329,0.13550378
962,12144,77951,0.11372446
963,12144,331,0.10596438
964,12144,330,0.099574514
965,12144,78394,0.0911562
966,12144,135397,0.08849779
967,12144,254128,0.08620852
968,12155,241259,0.18759866
969,12155,14517,0.13931471
970,12155,35791,0.0995565
971,12155,58595,0.09254924
972,12155,284293,0.09048522
973,12155,37028,0.088632114
974,12155,45650,0.08823715
975,12155,34584,0.08428409
976,12158,50620,0.19584027
977,12158,36647,0.19290657
978,12158,41402,0.1809416
979,12158,36586,0.17841513
980,12158,24100,0.17538689
981,12158,38321,0.17373294
982,12158,9945,0.1693123
983,12158,6114,0.16231133
984,12160,11969,0.43610904
985,12160,11967,0.083803706
986,12160,11509,0.07878898
987,12160,11072,0.07821153
988,12160,288,0.06927267
989,12160,37414,0.067648225
990,12160,25166,0.06503366
991,12160,18616,0.06126683
992,12163,370464,0.13055854
993,12163,20697,0.088205054
994,12163,22007,0.08235124
995,12163,14324,0.06931943
996,12163,294086,0.06769744
997,12163,77930,0.066721894
998,12163,41248,0.061629295
999,12163,8390,0.056751102
