id,from_movie_id,to_movie_id,sim_cos
5465,57201,14854,0.23248518
5466,57201,40688,0.1757741
5467,57201,13498,0.15603402
5468,57201,44264,0.13147178
5469,57201,2055,0.12174383
5470,57201,10782,0.11151388
5471,57201,14022,0.1069527
5472,5722,6116,0.15160061
5473,5722,6575,0.14482816
5474,5722,6477,0.10404033
5475,5722,14823,0.086918585
5476,5722,256924,0.08675057
5477,5722,27455,0.08247247
5478,5722,9591,0.07896183
5479,5722,13576,0.07740812
5480,57612,205775,0.12080538
5481,57612,15173,0.09031368
5482,57612,36970,0.07604881
5483,57612,78394,0.07276558
5484,57612,660,0.06624677
5485,57612,62837,0.06303859
5486,57612,78698,0.061014377
5487,57612,239897,0.058306243
5488,577,9713,0.18817192
5489,577,14429,0.09117312
5490,577,89325,0.08649263
5491,577,711,0.085539445
5492,577,8329,0.08470625
5493,577,4912,0.08307826
5494,577,55831,0.083016865
5495,577,2022,0.07384331
5496,581,11400,0.12280267
5497,581,8584,0.10559805
5498,581,2289,0.10511776
5499,581,10212,0.10243298
5500,581,10530,0.10125196
5501,581,302579,0.09304233
5502,581,616,0.092892915
5503,581,39833,0.08870266
5504,5820,66,0.27581817
5505,5820,820,0.17814463
5506,5820,179,0.16784923
5507,5820,954,0.16599172
5508,5820,667,0.1596443
5509,5820,7485,0.15820843
5510,5820,8836,0.15540834
5511,5820,4349,0.14793651
5512,58233,36670,0.13551104
5513,58233,700,0.12851493
5514,58233,71688,0.114065245
5515,58233,646,0.11403556
5516,58233,5820,0.10640414
5517,58233,10764,0.10365706
5518,58233,667,0.102769345
5519,58233,657,0.09670202
5520,584,9799,0.21803716
5521,584,9615,0.20501961
5522,584,51497,0.18877457
5523,584,168259,0.13329314
5524,584,9679,0.114447005
5525,584,19803,0.11338856
5526,584,136400,0.11229864
5527,584,323675,0.11071437
5528,58574,5174,0.12409418
5529,58574,155,0.10470568
5530,58574,11843,0.100257024
5531,58574,12096,0.09600144
5532,58574,15639,0.09097312
5533,58574,211672,0.08637293
5534,58574,1656,0.08017304
5535,58574,17134,0.07784994
5536,586,10187,0.30185258
5537,586,9776,0.26866236
5538,586,9895,0.20125882
5539,586,10858,0.19155388
5540,586,9440,0.17950705
5541,586,10316,0.16931966
5542,586,714,0.15094198
5543,586,4515,0.14200528
5544,58680,15556,0.23575045
5545,58680,232672,0.23173529
5546,58680,17127,0.17643395
5547,58680,2621,0.13936807
5548,58680,20504,0.1035156
5549,58680,23706,0.10142156
5550,58680,34016,0.09878587
5551,58680,241251,0.098305605
5552,59,31640,0.14781383
5553,59,25941,0.13727719
5554,59,226,0.13275778
5555,59,24066,0.13045852
5556,59,13776,0.12682018
5557,59,1213,0.111836135
5558,59,309919,0.10506572
5559,59,9716,0.1045636
5560,591,9292,0.15039983
5561,591,13448,0.14843401
5562,591,177,0.09235715
5563,591,5769,0.0830562
5564,591,92635,0.07453756
5565,591,351043,0.059329357
5566,591,11460,0.058290154
5567,591,89,0.05673736
5568,5925,227306,0.17669994
5569,5925,13922,0.17306557
5570,5925,1369,0.15180294
5571,5925,424,0.13994174
5572,5925,127560,0.12617959
5573,5925,978,0.12281146
5574,5925,10734,0.122132026
5575,5925,37694,0.12050719
5576,594,23631,0.11628664
5577,594,18147,0.09384717
5578,594,1573,0.0922632
5579,594,34016,0.088867046
5580,594,9372,0.0888278
5581,594,820,0.08617252
5582,594,2749,0.07822971
5583,594,2539,0.07598619
5584,59440,70006,0.15563291
5585,59440,9053,0.09425802
5586,59440,39851,0.08328692
5587,59440,26963,0.08153263
5588,59440,14444,0.07785874
5589,59440,22007,0.076663285
5590,59440,13938,0.07571032
5591,59440,9312,0.07258601
5592,595,9950,0.14425325
5593,595,687,0.11358486
5594,595,819,0.10993718
5595,595,11560,0.09976238
5596,595,881,0.09714191
5597,595,1645,0.09047784
5598,595,10782,0.089234024
5599,595,9944,0.077966034
5600,5966,13689,0.111241676
5601,5966,146882,0.10245952
5602,5966,26837,0.099980906
5603,5966,357837,0.0988205
5604,5966,83,0.09722639
5605,5966,173,0.09211616
5606,5966,2756,0.08652944
5607,5966,85446,0.082479365
5608,597,503,0.13080597
5609,597,109424,0.120529704
5610,597,26466,0.11898158
5611,597,9457,0.098631516
5612,597,10384,0.090447955
5613,597,1865,0.088198416
5614,597,87827,0.08572263
5615,597,9645,0.08536325
5616,59962,11648,0.21689233
5617,59962,34016,0.16471519
5618,59962,158150,0.15488829
5619,59962,9489,0.15439323
5620,59962,146216,0.14916778
5621,59962,23531,0.13530599
5622,59962,91070,0.13266893
5623,59962,116745,0.124247365
5624,59965,312791,0.13643935
5625,59965,4614,0.10997828
5626,59965,27576,0.105078645
5627,59965,18828,0.09966955
5628,59965,12154,0.09933326
5629,59965,868,0.09929843
5630,59965,1637,0.09810019
5631,59965,35219,0.09649309
5632,6007,1587,0.093646504
5633,6007,12498,0.09340569
5634,6007,46261,0.09049373
5635,6007,587,0.0727935
5636,6007,497,0.06825363
5637,6007,86825,0.063139535
5638,6007,10765,0.062032785
5639,6007,2056,0.061312698
5640,6023,27983,0.14159794
5641,6023,3877,0.13156429
5642,6023,6933,0.12302671
5643,6023,9963,0.11814626
5644,6023,2977,0.11459284
5645,6023,10740,0.11436885
5646,6023,12618,0.098038904
5647,6023,6639,0.09434819
5648,6038,8584,0.15656382
5649,6038,22301,0.15278973
5650,6038,42057,0.09617592
5651,6038,267860,0.091499396
5652,6038,573,0.07606785
5653,6038,691,0.07606401
5654,6038,11357,0.075581424
5655,6038,11240,0.07459914
5656,6106,18254,0.18472534
5657,6106,39833,0.1843214
5658,6106,5353,0.16615549
5659,6106,4107,0.1421897
5660,6106,86812,0.13261805
5661,6106,45054,0.13004826
5662,6106,10501,0.12126693
5663,6106,9665,0.12073147
5664,6116,251471,0.19806857
5665,6116,15800,0.15967299
5666,6116,5722,0.15160061
5667,6116,6575,0.14376593
5668,6116,6477,0.12338297
5669,6116,252512,0.11424853
5670,6116,153,0.10952266
5671,6116,13576,0.10739596
5672,613,2253,0.19628249
5673,613,12555,0.13118412
5674,613,5780,0.12877502
5675,613,9899,0.116327524
5676,613,52032,0.1137011
5677,613,582,0.11217348
5678,613,12410,0.11184155
5679,613,821,0.10717294
5680,61337,48463,0.14856581
5681,61337,8470,0.10356711
5682,61337,2359,0.09975005
5683,61337,10052,0.09007371
5684,61337,39845,0.08725827
5685,61337,126186,0.07615347
5686,61337,8272,0.07480127
5687,61337,45791,0.07237934
5688,62116,279,0.17959894
5689,62116,209274,0.09673691
5690,62116,4348,0.09203342
5691,62116,9361,0.08415257
5692,62116,38745,0.07933522
5693,62116,1439,0.07771182
5694,62116,25195,0.07674939
5695,62116,12783,0.0763631
5696,6217,258489,0.09679623
5697,6217,42497,0.094898954
5698,6217,297100,0.08650334
5699,6217,74465,0.08606378
5700,6217,10998,0.0763862
5701,6217,10588,0.07505856
5702,6217,41830,0.0736939
5703,6217,39513,0.07223465
5704,62204,17610,0.2996687
5705,62204,425,0.28502405
5706,62204,10567,0.26582977
5707,62204,13853,0.20753545
5708,62204,88751,0.17921387
5709,62204,49519,0.17893492
5710,62204,13363,0.10058083
5711,62204,10077,0.0994896
5712,62215,15624,0.22948015
5713,62215,3604,0.17273103
5714,62215,2018,0.14713734
5715,62215,16866,0.14146861
5716,62215,84174,0.14145347
5717,62215,192577,0.13933022
5718,62215,9425,0.13742608
5719,62215,340816,0.13336839
5720,62255,153397,0.09858509
5721,62255,713,0.08854628
5722,62255,1088,0.076863796
5723,62255,11615,0.07417258
5724,62255,13197,0.07203877
5725,62255,947,0.07142851
5726,62255,3175,0.07103208
5727,62255,31668,0.06945167
5728,6278,82702,0.1210675
5729,6278,11228,0.083991684
5730,6278,808,0.081043035
5731,6278,11683,0.07737649
5732,6278,244339,0.07667155
5733,6278,848,0.07556142
5734,6278,1934,0.07129501
5735,6278,5494,0.07007007
5736,628,24100,0.24103738
5737,628,50620,0.22120789
5738,628,36647,0.20720783
5739,628,24021,0.19705613
5740,628,6114,0.19655101
5741,628,277,0.1936511
5742,628,10577,0.19325182
5743,628,52520,0.19210868
5744,6282,45650,0.07160005
5745,6282,6477,0.068329945
5746,6282,21014,0.06783386
5747,6282,52790,0.060292583
5748,6282,8744,0.05880477
5749,6282,40247,0.055932827
5750,6282,292483,0.05333542
5751,6282,82533,0.052087348
5752,629,102362,0.11212547
5753,629,37495,0.07309394
5754,629,31640,0.069840744
5755,629,11190,0.0692467
5756,629,8321,0.06892245
5757,629,19150,0.06721076
5758,629,58574,0.066603586
5759,629,155,0.06564276
5760,634,9801,0.1885328
5761,634,10147,0.15168892
5762,634,9656,0.14223003
5763,634,11395,0.14047769
5764,634,1581,0.14009029
5765,634,13187,0.13624217
5766,634,17979,0.13565922
5767,634,175541,0.13416857
5768,64328,145220,0.30576417
5769,64328,11176,0.24455945
5770,64328,10208,0.20993596
5771,64328,55604,0.0981087
5772,64328,10198,0.074584626
5773,64328,9896,0.068880856
5774,64328,14729,0.06874673
5775,64328,10748,0.0670859
5776,644,10895,0.113800384
5777,644,603,0.106822416
5778,644,11096,0.09987896
5779,644,198184,0.09423751
5780,644,2277,0.094120584
5781,644,264660,0.09064572
5782,644,2048,0.090557076
5783,644,9271,0.08771174
5784,6440,2056,0.18799226
5785,6440,38448,0.10984168
5786,6440,4657,0.09840353
5787,6440,283686,0.0873087
5788,6440,264644,0.085930616
5789,6440,9952,0.083525546
5790,6440,227159,0.07990825
5791,6440,11027,0.07598463
5792,64686,26672,0.12465428
5793,64686,346,0.121470205
5794,64686,1499,0.11863802
5795,64686,370980,0.092755556
5796,64686,616,0.091150515
5797,64686,75612,0.08800609
5798,64686,76170,0.07720073
5799,64686,24,0.075559825
5800,64720,11622,0.22415736
5801,64720,86834,0.1333211
5802,64720,274758,0.12260914
5803,64720,202575,0.119463466
5804,64720,10413,0.119359896
5805,64720,273248,0.11078188
5806,64720,59962,0.10918957
5807,64720,72190,0.10011848
5808,652,188207,0.098896705
5809,652,1271,0.085977085
5810,652,1997,0.07781794
5811,652,4476,0.06980155
5812,652,773,0.06967673
5813,652,1587,0.06870356
5814,652,1273,0.068062745
5815,652,23049,0.06731646
5816,6538,2370,0.1375215
5817,6538,272878,0.12689322
5818,6538,7979,0.12074184
5819,6538,27576,0.10915132
5820,6538,13362,0.1006147
5821,6538,7445,0.09939789
5822,6538,5353,0.0982993
5823,6538,586,0.093453094
5824,66025,9882,0.16098243
5825,66025,9685,0.12525941
5826,66025,35219,0.08987375
5827,66025,10557,0.0818936
5828,66025,10279,0.080851
5829,66025,10368,0.07379369
5830,66025,9829,0.071221374
5831,66025,46332,0.068651855
5832,66125,245846,0.3068796
5833,66125,28178,0.285746
5834,66125,9555,0.27416283
5835,66125,9396,0.23224789
5836,66125,23069,0.18592092
5837,66125,9671,0.17069866
5838,66125,272878,0.17025182
5839,66125,8810,0.16730992
5840,663,22804,0.20199631
5841,663,11917,0.19510712
5842,663,214,0.15130341
5843,663,8836,0.119663775
5844,663,9533,0.11542548
5845,663,13056,0.11411493
5846,663,215,0.113875255
5847,663,257088,0.103027456
5848,66468,92635,0.086694814
5849,66468,3040,0.07816218
5850,66468,10691,0.06955565
5851,66468,20943,0.06411489
5852,66468,45324,0.060088012
5853,66468,14120,0.054291826
5854,66468,2266,0.054160386
5855,66468,16727,0.051642384
5856,666,7347,0.16750744
5857,666,44835,0.13180326
5858,666,35691,0.11691639
5859,666,18041,0.1080038
5860,666,172385,0.10622442
5861,666,2309,0.0974387
5862,666,46195,0.096069075
5863,666,598,0.09296696
5864,6687,22007,0.124866135
5865,6687,47964,0.10864383
5866,6687,10003,0.10854363
5867,6687,3482,0.10786568
5868,6687,71469,0.102676556
5869,6687,6623,0.096514136
5870,6687,3040,0.094195165
5871,6687,300168,0.09309917
5872,670,12877,0.1441611
5873,670,38223,0.116947174
5874,670,807,0.11477467
5875,670,168259,0.09321243
5876,670,754,0.092450514
5877,670,393,0.085527055
5878,670,9100,0.08327184
5879,670,299145,0.08093295
5880,672,673,0.49795145
5881,672,675,0.38791537
5882,672,674,0.37339774
5883,672,671,0.2888021
5884,672,767,0.19325635
5885,672,60304,0.11500181
5886,672,9100,0.11126691
5887,672,848,0.10004244
5888,675,672,0.38791537
5889,675,674,0.37393185
5890,675,673,0.30481747
5891,675,767,0.25264654
5892,675,671,0.21752903
5893,675,9100,0.11388565
5894,675,68737,0.09744008
5895,675,28665,0.09493343
5896,68179,16866,0.26107225
5897,68179,2067,0.17212288
5898,68179,286217,0.16730109
5899,68179,1685,0.156143
5900,68179,50321,0.15021008
5901,68179,34851,0.1454961
5902,68179,228161,0.14336671
5903,68179,7453,0.13103385
5904,686,9782,0.18964931
5905,686,30890,0.16396543
5906,686,838,0.155871
5907,686,23963,0.15196891
5908,686,2067,0.14277901
5909,686,80274,0.1411795
5910,686,9526,0.13199638
5911,686,205126,0.12989086
5912,6877,41630,0.08595839
5913,6877,19255,0.08370767
5914,6877,23082,0.08346344
5915,6877,23169,0.07717646
5916,6877,296096,0.0767306
5917,6877,44770,0.075250454
5918,6877,331493,0.07411116
5919,6877,41469,0.07391456
5920,68818,642,0.15378064
5921,68818,24418,0.08283912
5922,68818,302579,0.0742338
5923,68818,1969,0.0659586
5924,68818,242166,0.06189642
5925,68818,138976,0.06061354
5926,68818,11371,0.056658544
5927,68818,2669,0.055077966
5928,69,525,0.15420479
5929,69,5723,0.14086547
5930,69,6575,0.13982578
5931,69,25196,0.13802971
5932,69,12247,0.12527084
5933,69,3902,0.12480306
5934,69,134,0.11972594
5935,69,5708,0.116172984
5936,691,699,0.30013964
5937,691,708,0.26887405
5938,691,667,0.25169703
5939,691,646,0.21887694
5940,691,657,0.21759841
5941,691,153397,0.20951292
5942,691,253,0.20412979
5943,691,700,0.20061733
5944,692,15673,0.12227862
5945,692,627,0.10959962
5946,692,251471,0.10500118
5947,692,1378,0.08949339
5948,692,6116,0.08900225
5949,692,354624,0.08652801
5950,692,14195,0.08002129
5951,692,25636,0.07747747
5952,700,708,0.24325082
5953,700,253,0.23745552
5954,700,667,0.23590106
5955,700,36670,0.23372188
5956,700,691,0.20061733
5957,700,699,0.19962381
5958,700,646,0.19178201
5959,700,153397,0.18426165
5960,70006,13938,0.21774703
5961,70006,290864,0.20386927
5962,70006,14854,0.1599986
5963,70006,8456,0.15908927
5964,70006,11667,0.15587887
5965,70006,59440,0.15563291
5966,70006,11690,0.13166842
5967,70006,4327,0.12985638
5968,7006,13389,0.14603043
5969,7006,13569,0.13068414
5970,7006,9783,0.1120715
5971,7006,9621,0.11012501
5972,7006,89492,0.09515199
5973,7006,75780,0.092915244
5974,7006,15250,0.09000352
5975,7006,2048,0.089881584
5976,703,284296,0.19591886
5977,703,17926,0.13986667
5978,703,318846,0.13419841
5979,703,20829,0.12641989
5980,703,10739,0.1215793
5981,703,1850,0.115586095
5982,703,51828,0.10652033
5983,703,9833,0.09976974
5984,70436,10871,0.14378792
5985,70436,1710,0.1325008
5986,70436,8080,0.12753163
5987,70436,987,0.12510669
5988,70436,43931,0.12383884
5989,70436,8843,0.1175879
5990,70436,16617,0.113360256
5991,70436,18681,0.11028893
5992,70981,296943,0.14288352
5993,70981,299687,0.096553974
5994,70981,2577,0.07830964
5995,70981,2789,0.07597295
5996,70981,13158,0.07528289
5997,70981,8078,0.07490371
5998,70981,1687,0.0740505
5999,70981,290825,0.06972229
6000,71,10560,0.19425482
6001,71,9816,0.15990843
6002,71,8328,0.13541557
6003,71,44214,0.11409549
6004,71,322,0.08947369
6005,71,33870,0.08746988
6006,71,11967,0.07700537
6007,71,535,0.07602814
6008,710,708,0.2212099
6009,710,667,0.19537486
6010,710,10428,0.17581414
6011,710,700,0.17040493
6012,710,253,0.16075924
6013,710,646,0.15726028
6014,710,691,0.15417778
6015,710,657,0.1501573
6016,711,8272,0.15276076
6017,711,398,0.11818319
6018,711,207,0.1079415
6019,711,9842,0.10413359
6020,711,19803,0.103424676
6021,711,8193,0.10050163
6022,711,37950,0.09307768
6023,711,7214,0.089045756
6024,712,10521,0.24761596
6025,712,84174,0.15577026
6026,712,2018,0.1552723
6027,712,6557,0.15435112
6028,712,12220,0.12822074
6029,712,1651,0.10883899
6030,712,8874,0.10842666
6031,712,688,0.10798056
6032,714,658,0.18814246
6033,714,708,0.17541024
6034,714,646,0.17288807
6035,714,153397,0.17249674
6036,714,667,0.15848722
6037,714,699,0.15748668
6038,714,253,0.15681596
6039,714,691,0.15553899
6040,71679,35791,0.20152672
6041,71679,7737,0.15179905
6042,71679,1576,0.105380885
6043,71679,1577,0.10440829
6044,71679,9823,0.09810597
6045,71679,241259,0.093502626
6046,71679,2502,0.09272382
6047,71679,2501,0.0922922
6048,71880,9655,0.10115246
6049,71880,3981,0.093440406
6050,71880,18808,0.089976266
6051,71880,58492,0.08938246
6052,71880,10647,0.08485315
6053,71880,11208,0.083977744
6054,71880,11676,0.07905938
6055,71880,10061,0.07516835
6056,72331,72976,0.16796018
6057,72331,8487,0.15485853
6058,72331,53502,0.1308506
6059,72331,39833,0.12693338
6060,72331,7461,0.12132388
6061,72331,1969,0.119161405
6062,72331,10436,0.1176743
6063,72331,273895,0.117654786
6064,72710,299687,0.19057392
6065,72710,50321,0.16327398
6066,72710,440,0.1420779
6067,72710,31909,0.14142807
6068,72710,9982,0.14123584
6069,72710,9035,0.13941434
6070,72710,137113,0.13579625
6071,72710,228161,0.13057499
6072,73,9398,0.13985716
6073,73,164457,0.11655826
6074,73,12877,0.100821495
6075,73,9469,0.09615332
6076,73,278,0.09541666
6077,73,11798,0.094987504
6078,73,9455,0.094553724
6079,73,329833,0.09215106
6080,7301,10362,0.1456468
6081,7301,13166,0.13105458
6082,7301,8272,0.12821613
6083,7301,10956,0.12668073
6084,7301,11446,0.12653463
6085,7301,10054,0.121003926
6086,7301,129,0.112303436
6087,7301,8587,0.11108915
6088,73247,6957,0.15522549
6089,73247,2048,0.14614487
6090,73247,39254,0.13843438
6091,73247,5137,0.1323555
6092,73247,10803,0.10109942
6093,73247,1858,0.08858423
6094,73247,11564,0.07999738
6095,73247,3172,0.07750503
6096,73532,228194,0.063505016
6097,73532,72387,0.058357846
6098,73532,8744,0.058303826
6099,73532,45958,0.05830234
6100,73532,55720,0.057023842
6101,73532,5178,0.055919055
6102,73532,39541,0.053430676
6103,73532,10861,0.051953092
6104,7364,173,0.13172512
6105,7364,10153,0.10011423
6106,7364,8676,0.09670107
6107,7364,10865,0.09310133
6108,7364,26466,0.09034818
6109,7364,9457,0.08916238
6110,7364,5852,0.07833451
6111,7364,503,0.07589582
6112,73937,55567,0.080094345
6113,73937,60463,0.078994825
6114,73937,12090,0.072650224
6115,73937,69382,0.06781107
6116,73937,6106,0.064925276
6117,73937,83860,0.06307212
6118,73937,72766,0.062401652
6119,73937,10773,0.062136684
6120,747,10070,0.18730979
6121,747,107985,0.12660916
6122,747,10496,0.11174118
6123,747,11374,0.08360091
6124,747,197,0.082187384
6125,747,819,0.082033396
6126,747,243,0.08194873
6127,747,10207,0.075931974
6128,75033,192136,0.3418398
6129,75033,22954,0.34009266
6130,75033,1874,0.26401663
6131,75033,1921,0.15463544
6132,75033,13768,0.11583811
6133,75033,9656,0.08493017
6134,75033,46503,0.082592174
6135,75033,33511,0.08155587
6136,7547,4964,0.122770905
6137,7547,245703,0.117660716
6138,7547,13973,0.11213429
6139,7547,79120,0.108116604
6140,7547,271718,0.091017164
6141,7547,351043,0.09010174
6142,7547,316002,0.08996797
6143,7547,39210,0.08534052
6144,75612,26672,0.2164665
6145,75612,370980,0.18197928
6146,75612,289180,0.14224802
6147,75612,253626,0.13331912
6148,75612,244267,0.1277011
6149,75612,134371,0.12537335
6150,75612,157185,0.12351262
6151,75612,70160,0.113837644
6152,75638,138843,0.1170065
6153,75638,23570,0.11498288
6154,75638,50698,0.110411055
6155,75638,10761,0.105783105
6156,75638,5769,0.07982664
6157,75638,157547,0.07721294
6158,75638,11804,0.07573044
6159,75638,79694,0.073040746
6160,75861,291270,0.08360267
6161,75861,15239,0.08294177
6162,75861,43923,0.07267739
6163,75861,253253,0.07076915
6164,75861,72207,0.06756417
6165,75861,31915,0.0640521
6166,75861,14442,0.06187164
6167,75861,2959,0.061116412
6168,75900,8545,0.10479549
6169,75900,18632,0.0923079
6170,75900,51820,0.080847
6171,75900,395766,0.06571745
6172,75900,86837,0.05790712
6173,75900,11404,0.05754749
6174,75900,74643,0.055744078
6175,75900,294550,0.0553928
6176,76338,10195,0.48339525
6177,76338,24428,0.21539637
6178,76338,271110,0.19464004
6179,76338,68721,0.18623246
6180,76338,1726,0.18088841
6181,76338,102899,0.18011183
6182,76338,10138,0.17865862
6183,76338,99861,0.1762876
6184,76349,30596,0.0869164
6185,76349,16911,0.08546409
6186,76349,9444,0.07865153
6187,76349,27759,0.07036318
6188,76349,13938,0.06960307
6189,76349,146,0.0689904
6190,76349,290864,0.06845845
6191,76349,14392,0.06779198
6192,76996,139715,0.12261773
6193,76996,60463,0.115169615
6194,76996,55561,0.11502109
6195,76996,7859,0.11344733
6196,76996,29371,0.11245924
6197,76996,8675,0.109719
6198,76996,1809,0.10703594
6199,76996,11858,0.103987746
6200,77016,44943,0.14287248
6201,77016,186935,0.11137713
6202,77016,144336,0.09887425
6203,77016,754,0.09025879
6204,77016,682,0.089344606
6205,77016,273481,0.08737065
6206,77016,2034,0.083111845
6207,77016,10684,0.08244908
6208,77156,47502,0.092405915
6209,77156,12183,0.091917455
6210,77156,14434,0.08880117
6211,77156,241251,0.088214986
6212,77156,68412,0.08812744
6213,77156,1164,0.08645446
6214,77156,77332,0.08202073
6215,77156,8999,0.0802298
6216,7737,35791,0.26846558
6217,7737,1577,0.25727376
6218,7737,11683,0.2084475
6219,7737,1576,0.16922118
6220,7737,71679,0.15179905
6221,7737,82654,0.1317604
6222,7737,284293,0.12844658
6223,7737,13025,0.12523806
6224,77459,315011,0.10440387
6225,77459,9440,0.090745874
6226,77459,7191,0.07773156
6227,77459,16508,0.07010587
6228,77459,228066,0.06978792
6229,77459,38745,0.06736316
6230,77459,381902,0.0670973
6231,77459,9389,0.06649496
6232,77883,22825,0.10324867
6233,77883,7288,0.10073963
6234,77883,11456,0.08803009
6235,77883,224141,0.08023364
6236,77883,64678,0.08017567
6237,77883,1996,0.077191606
6238,77883,1975,0.073539495
6239,77883,14574,0.07113939
6240,77930,264999,0.17107998
6241,77930,36047,0.10440775
6242,77930,19848,0.1032968
6243,77930,125263,0.09153055
6244,77930,9427,0.09020533
6245,77930,13816,0.08629365
6246,77930,10246,0.0851923
6247,77930,8328,0.07824105
6248,77931,41513,0.22551952
6249,77931,4442,0.065517336
6250,77931,293670,0.061016057
6251,77931,362105,0.05511395
6252,77931,43949,0.05168883
6253,77931,1951,0.051609267
6254,77931,50321,0.05017
6255,77931,812,0.0481865
6256,77949,5528,0.11158784
6257,77949,283708,0.10977056
6258,77949,52449,0.10012398
6259,77949,79694,0.09952428
6260,77949,59861,0.092986695
6261,77949,15121,0.092182115
6262,77949,42188,0.09112589
6263,77949,259693,0.08629136
6264,782,19995,0.16454248
6265,782,811,0.14542559
6266,782,698,0.14279512
6267,782,81796,0.13978405
6268,782,2067,0.11202751
6269,782,11802,0.10976865
6270,782,8831,0.10761384
6271,782,3509,0.107180275
6272,78373,11219,0.15561706
6273,78373,325373,0.10427577
6274,78373,17880,0.103717156
6275,78373,24066,0.10190598
6276,78373,12690,0.09942441
6277,78373,11072,0.09519429
6278,78373,10727,0.09188284
6279,78373,44853,0.08889473
6280,786,13403,0.16132401
6281,786,256924,0.14949454
6282,786,45145,0.14681384
6283,786,10537,0.13904622
6284,786,215918,0.13218728
6285,786,12508,0.12838316
6286,786,7944,0.12599659
6287,786,9548,0.1233992
6288,787,682,0.10670334
6289,787,11467,0.098967396
6290,787,206296,0.092416815
6291,787,14438,0.09207642
6292,787,1164,0.08545966
6293,787,667,0.080170184
6294,787,956,0.078250624
6295,787,3132,0.07699649
6296,78705,278348,0.15497424
6297,78705,563,0.124753244
6298,78705,50014,0.118598156
6299,78705,258755,0.10797987
6300,78705,13689,0.08979808
6301,78705,14976,0.084661394
6302,78705,256591,0.080663055
6303,78705,10876,0.07767519
6304,788,279759,0.19136757
6305,788,1885,0.1400682
6306,788,1831,0.10182588
6307,788,10676,0.094955646
6308,788,11283,0.08317646
6309,788,74777,0.079048745
6310,788,252680,0.078307785
6311,788,35019,0.07683282
6312,796,35690,0.09757466
6313,796,546,0.08984536
6314,796,711,0.08751321
6315,796,4347,0.08487847
6316,796,60421,0.08348875
6317,796,111,0.083223715
6318,796,76025,0.07628834
6319,796,859,0.0749438
6320,79777,8007,0.12984447
6321,79777,6557,0.096675456
6322,79777,9819,0.09521045
6323,79777,8272,0.0932261
6324,79777,179,0.086300135
6325,79777,11398,0.0861864
6326,79777,10683,0.08091739
6327,79777,4347,0.07911336
6328,7980,795,0.13404715
6329,7980,504,0.11857543
6330,7980,94348,0.11800961
6331,7980,18681,0.11207886
6332,7980,18405,0.10719891
6333,7980,10871,0.10520587
6334,7980,2652,0.10229651
6335,7980,12159,0.10002414
6336,8053,4170,0.095912345
6337,8053,21355,0.09536281
6338,8053,300327,0.09021981
6339,8053,10329,0.0889934
6340,8053,26748,0.07338025
6341,8053,102382,0.06386063
6342,8053,184374,0.06332856
6343,8053,6977,0.062945046
6344,80585,23367,0.15285614
6345,80585,269057,0.14643548
6346,80585,282128,0.11622616
6347,80585,11086,0.11519251
6348,80585,13403,0.11001516
6349,80585,67911,0.10228756
6350,80585,2619,0.101573646
6351,80585,24662,0.09780564
6352,807,1710,0.15621029
6353,807,10871,0.132538
6354,807,8843,0.1276735
6355,807,199373,0.122770555
6356,807,8080,0.1175536
6357,807,670,0.11477467
6358,807,43931,0.114149734
6359,807,6973,0.1139794
6360,808,809,0.1567388
6361,808,10192,0.15524414
6362,808,8584,0.108551905
6363,808,10786,0.107683815
6364,808,39806,0.10620381
6365,808,6278,0.081043035
6366,808,2310,0.07469467
6367,808,9610,0.07443742
6368,813,12596,0.1777548
6369,813,16471,0.13644464
6370,813,34314,0.12640144
6371,813,11545,0.12430459
6372,813,10724,0.11200915
6373,813,43306,0.10497484
6374,813,253626,0.0956456
6375,813,91076,0.09097185
6376,8198,282128,0.11950581
6377,8198,11468,0.11417851
6378,8198,5353,0.09455087
6379,8198,167073,0.09395309
6380,8198,5123,0.091273956
6381,8198,153397,0.08978503
6382,8198,676,0.087384336
6383,8198,792,0.08538352
6384,8224,169917,0.11435849
6385,8224,11507,0.109210245
6386,8224,138697,0.10018192
6387,8224,1966,0.096043095
6388,8224,4995,0.08931168
6389,8224,11007,0.08460538
6390,8224,171274,0.08130825
6391,8224,50348,0.075920954
6392,82650,39451,0.14237124
6393,82650,53862,0.13250875
6394,82650,7288,0.13245744
6395,82650,1597,0.12682599
6396,82650,60307,0.12362069
6397,82650,19153,0.10615138
6398,82650,379532,0.0966679
6399,82650,62211,0.09425103
6400,82684,13827,0.24665122
6401,82684,291,0.17099753
6402,82684,9408,0.13971129
6403,82684,228203,0.11559906
6404,82684,255343,0.0933952
6405,82684,254128,0.09238076
6406,82684,43959,0.09121382
6407,82684,31535,0.089723274
6408,82687,274479,0.18764655
6409,82687,31535,0.18603726
6410,82687,1391,0.17996615
6411,82687,88005,0.17594494
6412,82687,9928,0.1748928
6413,82687,773,0.15752882
6414,82687,16005,0.15702784
6415,82687,8487,0.15227538
6416,82690,25248,0.16406658
6417,82690,257344,0.14538597
6418,82690,12279,0.10594269
6419,82690,9900,0.09573542
6420,82690,15013,0.09103509
6421,82690,1946,0.08985338
6422,82690,110683,0.08764272
6423,82690,58492,0.07599244
6424,8273,14635,0.123978585
6425,8273,137093,0.1150058
6426,8273,9582,0.10833588
6427,8273,6557,0.10827282
