movieId
19995
49026
38757
99861
767
24428
122917
57158
597
271110
10193
168259
127585
54138
64682
10681
155
14160
1726
137113
150540
119450
100402
177572
82690
10191
118340
157336
27205
4922
49538
675
674
2062
272
109445
76341
616
13475
82702
281957
2503
101299
673
671
22
87827
1895
585
49047
120
286217
98
672
36557
280
4982
68718
1372
106646
855
18
12
122
121
9806
863
1422
10674
65754
8358
2502
161
22538
1949
11324
228150
453
8587
309809
9693
75656
197
16869
587
20352
857
425
603
568
227306
550
329
273248
497
210577
2501
37165
14836
9509
137106
293660
190859
13
109424
1402
24
393
11321
9444
824
640
524
808
388
752
2649
10386
89
146233
2034
745
165
193756
187
296098
1124
1579
10315
194
16320
1091
312221
96721
334
782
18785
2118
140823
9366
423
12429
1892
28
120467
862
807
17654
322
70
11036
59436
4133
4347
3933
273481
307081
293863
311
812
277216
562
318846
9428
23483
4348
78
525
186
380
13223
8681
424
50014
117
6977
769
111
7345
278
59440
152742
3558
4935
19908
1891
152601
85
274
138843
76203
162
296096
314365
38
539
5915
128
581
694
105
129
203833
106
279
194662
1578
205
1933
679
948
114150
207
83666
1417
4638
9800
28178
14
45269
205596
11778
266856
947
2493
64690
4995
12162
68
115
8321
1018
19
137
33
12405
142
613
44214
240
4951
1954
264660
264644
84892
319
14574
9552
578
184
222935
387
122906
107
11
249164
10229
3175
1587
62
601
489
1542
73
348
680
242582
15121
773
235
1359
198277
149
7735
238
19913
46738
7347
218
792
433
629
9277
1955
152532
77
284293
747
335
17431
4553
641
141
510
153
703
5925
85350
770
25376
765
142061
244786
598
103663
805
1585
627
826
284
670
239
630
3034
872
76
595
582
80
935
3082
100
176
500
429
289
1366
103
244267
654
346
762
389
391
13363
